;cve_ent_mun;Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida;Restaurantes con servicio de preparación de antojitos;Restaurantes con servicio de preparación de pescados y mariscos;Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar;Restaurantes con servicio de preparación de tacos y tortas;Restaurantes de autoservicio;Restaurantes que preparan otro tipo de alimentos para llevar
2074;31093;3.0;33.0;4.0;14.0;25.0;2.0;21.0
2075;31094;0.0;6.0;0.0;0.0;0.0;0.0;1.0
2076;31095;0.0;14.0;1.0;5.0;3.0;0.0;4.0
2077;31096;18.0;187.0;9.0;58.0;78.0;6.0;44.0
2078;31097;0.0;12.0;3.0;9.0;8.0;0.0;4.0
2079;31098;0.0;55.0;2.0;9.0;21.0;1.0;14.0
2080;31099;0.0;10.0;1.0;0.0;3.0;0.0;0.0
2081;31100;2.0;8.0;0.0;0.0;0.0;0.0;3.0
2082;31101;27.0;143.0;15.0;53.0;49.0;3.0;69.0
2083;31102;51.0;161.0;16.0;54.0;90.0;8.0;58.0
2084;31103;0.0;6.0;0.0;0.0;2.0;0.0;1.0
2085;31104;1.0;15.0;1.0;6.0;2.0;0.0;3.0
2086;31105;0.0;8.0;0.0;6.0;6.0;0.0;5.0
2087;31106;0.0;3.0;0.0;0.0;1.0;0.0;1.0
2088;32001;1.0;7.0;2.0;2.0;14.0;1.0;0.0
2089;32002;0.0;6.0;0.0;0.0;5.0;0.0;1.0
2090;32003;5.0;4.0;0.0;1.0;3.0;0.0;0.0
2091;32004;7.0;4.0;0.0;2.0;3.0;0.0;0.0
2092;32005;6.0;118.0;7.0;66.0;49.0;4.0;6.0
2093;32006;0.0;15.0;2.0;7.0;8.0;0.0;3.0
2094;32007;13.0;9.0;4.0;7.0;11.0;0.0;3.0
2095;32008;2.0;27.0;2.0;4.0;11.0;0.0;4.0
2096;32009;0.0;16.0;3.0;9.0;6.0;1.0;1.0
2097;32010;66.0;427.0;53.0;140.0;117.0;12.0;25.0
2098;32011;5.0;2.0;0.0;3.0;6.0;0.0;0.0
2099;32012;0.0;4.0;0.0;2.0;2.0;0.0;0.0
2100;32013;0.0;3.0;1.0;6.0;6.0;0.0;0.0
2101;32014;3.0;14.0;1.0;9.0;10.0;1.0;1.0
2102;32015;0.0;0.0;0.0;1.0;2.0;0.0;0.0
2103;32016;3.0;25.0;1.0;10.0;10.0;0.0;1.0
2104;32017;69.0;308.0;40.0;119.0;197.0;12.0;42.0
2105;32018;3.0;3.0;0.0;1.0;13.0;0.0;0.0
2106;32019;5.0;52.0;8.0;17.0;69.0;1.0;4.0
2107;32020;37.0;126.0;24.0;45.0;99.0;3.0;9.0
2108;32021;0.0;3.0;0.0;2.0;0.0;0.0;2.0
2109;32022;11.0;78.0;3.0;24.0;32.0;1.0;1.0
2110;32023;0.0;35.0;2.0;10.0;15.0;3.0;0.0
2111;32024;10.0;79.0;10.0;20.0;66.0;1.0;2.0
2112;32025;3.0;30.0;2.0;5.0;8.0;0.0;3.0
2113;32026;8.0;2.0;0.0;1.0;6.0;0.0;4.0
2114;32027;0.0;0.0;0.0;0.0;0.0;0.0;2.0
2115;32028;1.0;0.0;0.0;1.0;6.0;0.0;1.0
2116;32029;4.0;55.0;2.0;21.0;19.0;0.0;10.0
2117;32030;0.0;15.0;1.0;1.0;5.0;0.0;0.0
2118;32031;5.0;7.0;1.0;3.0;17.0;2.0;4.0
2119;32032;3.0;29.0;1.0;8.0;9.0;2.0;2.0
2120;32033;3.0;4.0;0.0;2.0;3.0;0.0;0.0
2121;32034;6.0;71.0;9.0;13.0;50.0;0.0;4.0
2122;32035;0.0;7.0;0.0;1.0;3.0;0.0;0.0
2123;32036;5.0;77.0;7.0;20.0;51.0;3.0;3.0
2124;32037;0.0;9.0;0.0;13.0;3.0;0.0;0.0
2125;32038;4.0;47.0;5.0;17.0;28.0;3.0;0.0
2126;32039;17.0;140.0;7.0;34.0;54.0;3.0;19.0
2127;32040;1.0;17.0;0.0;7.0;7.0;0.0;3.0
2128;32041;0.0;0.0;0.0;2.0;0.0;0.0;1.0
2129;32042;12.0;82.0;11.0;35.0;51.0;0.0;10.0
2130;32043;1.0;0.0;0.0;0.0;2.0;0.0;0.0
2131;32044;2.0;20.0;1.0;12.0;30.0;0.0;3.0
2132;32045;5.0;19.0;1.0;3.0;15.0;0.0;3.0
2133;32046;4.0;5.0;1.0;0.0;11.0;0.0;0.0
2134;32047;10.0;7.0;0.0;4.0;11.0;0.0;0.0
2135;32048;11.0;111.0;5.0;20.0;59.0;2.0;7.0
2136;32049;7.0;39.0;4.0;16.0;29.0;0.0;4.0
2137;32050;0.0;4.0;0.0;1.0;7.0;0.0;0.0
2138;32051;8.0;44.0;6.0;31.0;17.0;0.0;1.0
2139;32052;1.0;24.0;2.0;9.0;16.0;0.0;2.0
2140;32053;1.0;14.0;2.0;7.0;11.0;0.0;0.0
2141;32054;0.0;17.0;2.0;9.0;10.0;0.0;0.0
2142;32055;10.0;69.0;9.0;22.0;48.0;2.0;3.0
2143;32056;134.0;305.0;41.0;101.0;222.0;32.0;44.0
2144;32057;3.0;30.0;1.0;11.0;10.0;0.0;0.0
2145;32058;1.0;2.0;0.0;2.0;4.0;1.0;0.0
2146;4001;14.0;118.0;22.0;51.0;60.0;2.0;26.0
2147;4002;160.0;611.0;61.0;259.0;354.0;29.0;131.0
2148;4003;152.0;385.0;108.0;221.0;332.0;28.0;68.0
2149;4004;36.0;204.0;37.0;75.0;91.0;3.0;37.0
2150;4005;4.0;64.0;8.0;19.0;19.0;0.0;5.0
2151;4006;12.0;52.0;5.0;19.0;10.0;0.0;12.0
2152;4007;2.0;19.0;1.0;3.0;10.0;0.0;3.0
2153;4008;3.0;29.0;5.0;11.0;15.0;0.0;5.0
2154;4009;13.0;118.0;9.0;36.0;49.0;2.0;22.0
2155;4010;15.0;31.0;1.0;12.0;12.0;1.0;3.0
2156;4011;15.0;38.0;3.0;21.0;27.0;0.0;3.0
2157;5002;51.0;84.0;6.0;81.0;83.0;7.0;7.0
2158;5003;13.0;9.0;3.0;20.0;18.0;1.0;4.0
2159;5004;18.0;13.0;3.0;6.0;8.0;1.0;2.0
2160;5005;0.0;0.0;0.0;1.0;2.0;0.0;0.0
2161;5006;12.0;9.0;1.0;18.0;14.0;2.0;6.0
2162;5007;6.0;5.0;1.0;11.0;8.0;0.0;0.0
2163;5009;15.0;74.0;9.0;22.0;27.0;2.0;16.0
2164;5010;36.0;65.0;8.0;61.0;49.0;10.0;21.0
2165;5011;5.0;7.0;1.0;8.0;3.0;0.0;1.0
2166;5012;2.0;0.0;0.0;1.0;0.0;0.0;0.0
2167;5013;1.0;0.0;0.0;1.0;0.0;0.0;0.0
2168;5014;1.0;5.0;0.0;7.0;2.0;1.0;1.0
2169;5015;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2170;5016;1.0;0.0;0.0;0.0;1.0;2.0;0.0
2171;5017;13.0;206.0;13.0;54.0;42.0;6.0;21.0
2172;5018;112.0;105.0;20.0;186.0;157.0;29.0;39.0
2173;5019;2.0;3.0;2.0;5.0;7.0;0.0;2.0
2174;5020;23.0;10.0;14.0;50.0;63.0;1.0;9.0
2175;5021;0.0;0.0;0.0;5.0;1.0;0.0;0.0
2176;5022;14.0;10.0;2.0;13.0;19.0;0.0;8.0
2177;5023;3.0;0.0;0.0;7.0;2.0;0.0;2.0
2178;5024;25.0;35.0;9.0;30.0;25.0;2.0;2.0
2179;5025;86.0;49.0;11.0;145.0;182.0;19.0;25.0
2180;5026;0.0;0.0;0.0;0.0;0.0;0.0;2.0
2181;5027;44.0;93.0;6.0;61.0;59.0;5.0;29.0
2182;5028;29.0;25.0;10.0;57.0;115.0;6.0;14.0
2183;5029;1.0;0.0;0.0;2.0;0.0;0.0;0.0
2184;5030;341.0;626.0;59.0;426.0;439.0;101.0;192.0
2185;5031;3.0;6.0;1.0;16.0;8.0;3.0;2.0
2186;5032;18.0;6.0;14.0;34.0;57.0;2.0;6.0
2187;5033;19.0;140.0;14.0;51.0;44.0;7.0;11.0
2188;5034;3.0;4.0;1.0;8.0;1.0;1.0;1.0
2189;5035;342.0;1766.0;115.0;481.0;437.0;75.0;174.0
2190;5036;2.0;12.0;0.0;3.0;3.0;0.0;0.0
2191;5037;5.0;1.0;0.0;5.0;2.0;0.0;0.0
2192;5038;4.0;4.0;1.0;10.0;18.0;1.0;1.0
2193;6001;13.0;74.0;66.0;31.0;104.0;1.0;10.0
2194;6002;201.0;226.0;57.0;180.0;503.0;30.0;137.0
2195;6003;24.0;23.0;0.0;18.0;46.0;0.0;6.0
2196;6004;9.0;11.0;3.0;21.0;49.0;1.0;10.0
2197;6005;11.0;30.0;7.0;26.0;70.0;2.0;15.0
2198;6006;3.0;7.0;0.0;6.0;24.0;0.0;3.0
2199;6007;146.0;237.0;114.0;133.0;498.0;27.0;128.0
2200;6008;3.0;16.0;2.0;7.0;27.0;0.0;1.0
2201;6009;48.0;284.0;56.0;90.0;338.0;7.0;57.0
2202;6010;52.0;188.0;40.0;166.0;371.0;21.0;85.0
2203;7001;2.0;29.0;6.0;12.0;24.0;0.0;16.0
2204;7002;6.0;23.0;2.0;15.0;41.0;1.0;12.0
2205;7003;9.0;46.0;3.0;16.0;22.0;0.0;13.0
2206;7004;13.0;15.0;1.0;11.0;18.0;0.0;34.0
2207;7005;3.0;3.0;1.0;5.0;2.0;0.0;3.0
2208;7006;0.0;17.0;0.0;5.0;11.0;1.0;5.0
2209;7007;4.0;0.0;0.0;4.0;3.0;0.0;1.0
2210;7008;16.0;56.0;5.0;18.0;30.0;0.0;28.0
2211;7009;29.0;59.0;17.0;26.0;68.0;6.0;41.0
2212;7010;1.0;0.0;0.0;0.0;1.0;0.0;1.0
2213;7011;6.0;9.0;0.0;2.0;1.0;0.0;2.0
2214;7012;31.0;21.0;4.0;31.0;28.0;1.0;26.0
2215;7013;17.0;17.0;5.0;20.0;35.0;0.0;16.0
2216;7014;3.0;4.0;0.0;3.0;7.0;0.0;2.0
2217;7015;7.0;62.0;7.0;24.0;33.0;0.0;27.0
2218;7016;6.0;18.0;4.0;7.0;12.0;1.0;3.0
2219;7017;30.0;119.0;11.0;78.0;101.0;2.0;78.0
2220;7018;4.0;4.0;0.0;7.0;8.0;0.0;7.0
2221;7019;184.0;252.0;29.0;197.0;318.0;13.0;162.0
2222;7020;15.0;21.0;9.0;28.0;35.0;1.0;51.0
2223;7021;12.0;25.0;1.0;13.0;27.0;0.0;13.0
2224;7022;1.0;2.0;0.0;3.0;7.0;0.0;8.0
2225;7023;6.0;3.0;1.0;7.0;39.0;0.0;21.0
2226;7024;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2227;7025;2.0;6.0;1.0;4.0;4.0;0.0;2.0
2228;7026;8.0;2.0;0.0;3.0;8.0;0.0;9.0
2229;7027;65.0;73.0;20.0;69.0;85.0;1.0;39.0
2230;7028;0.0;0.0;0.0;3.0;5.0;0.0;3.0
2231;7029;4.0;14.0;9.0;2.0;13.0;1.0;6.0
2232;7030;14.0;29.0;2.0;17.0;18.0;0.0;15.0
2233;7031;19.0;43.0;2.0;25.0;20.0;0.0;13.0
2234;7032;13.0;53.0;5.0;27.0;56.0;0.0;28.0
2235;7033;2.0;0.0;0.0;0.0;0.0;0.0;0.0
2236;7034;76.0;110.0;13.0;51.0;65.0;1.0;40.0
2237;7035;4.0;18.0;2.0;7.0;8.0;0.0;4.0
2238;7036;6.0;7.0;0.0;1.0;2.0;0.0;2.0
2239;7037;15.0;92.0;3.0;18.0;37.0;0.0;40.0
2240;7038;4.0;1.0;0.0;3.0;3.0;0.0;3.0
2241;7039;3.0;4.0;1.0;5.0;5.0;0.0;8.0
2242;7040;76.0;156.0;9.0;42.0;117.0;1.0;82.0
2243;7041;9.0;12.0;1.0;18.0;23.0;0.0;3.0
2244;7042;5.0;11.0;0.0;5.0;3.0;0.0;2.0
2245;7043;3.0;17.0;0.0;3.0;11.0;0.0;3.0
2246;7044;4.0;10.0;0.0;3.0;16.0;1.0;7.0
2247;7045;1.0;5.0;0.0;2.0;3.0;0.0;3.0
2248;7046;7.0;8.0;2.0;12.0;14.0;1.0;13.0
2249;7047;5.0;6.0;1.0;6.0;10.0;0.0;3.0
2250;7048;4.0;30.0;2.0;8.0;24.0;0.0;5.0
2251;7049;1.0;9.0;0.0;4.0;14.0;0.0;7.0
2252;7050;3.0;7.0;0.0;3.0;2.0;0.0;2.0
2253;7051;25.0;74.0;19.0;22.0;53.0;2.0;47.0
2254;7052;32.0;58.0;1.0;32.0;40.0;0.0;16.0
2255;7053;3.0;0.0;0.0;2.0;2.0;0.0;1.0
2256;7054;16.0;88.0;5.0;20.0;18.0;0.0;22.0
2257;7055;3.0;7.0;1.0;7.0;5.0;0.0;5.0
2258;7056;0.0;0.0;0.0;0.0;1.0;0.0;0.0
2259;7057;52.0;72.0;5.0;39.0;45.0;0.0;34.0
2260;7058;1.0;1.0;0.0;0.0;1.0;1.0;1.0
2261;7059;63.0;140.0;7.0;97.0;111.0;0.0;84.0
2262;7060;2.0;1.0;0.0;3.0;4.0;0.0;3.0
2263;7061;32.0;37.0;3.0;59.0;83.0;2.0;59.0
2264;7062;5.0;6.0;0.0;7.0;15.0;0.0;1.0
2265;7063;3.0;1.0;2.0;4.0;7.0;0.0;1.0
2266;7064;8.0;1.0;0.0;6.0;36.0;0.0;2.0
2267;7065;64.0;197.0;16.0;95.0;64.0;3.0;68.0
2268;7066;5.0;2.0;0.0;4.0;13.0;0.0;5.0
2269;7067;0.0;4.0;0.0;2.0;3.0;0.0;2.0
2270;7068;22.0;49.0;10.0;19.0;40.0;0.0;19.0
2271;7069;31.0;86.0;9.0;33.0;39.0;1.0;50.0
2272;7070;13.0;8.0;1.0;7.0;2.0;0.0;3.0
2273;7071;18.0;36.0;2.0;10.0;22.0;1.0;16.0
2274;7072;6.0;17.0;4.0;16.0;13.0;0.0;11.0
2275;7073;4.0;5.0;1.0;2.0;7.0;0.0;1.0
2276;7074;22.0;69.0;10.0;24.0;57.0;2.0;25.0
2277;7075;14.0;24.0;3.0;20.0;25.0;0.0;7.0
2278;7076;4.0;14.0;1.0;5.0;8.0;0.0;4.0
2279;7077;8.0;35.0;2.0;15.0;27.0;0.0;12.0
2280;7078;290.0;325.0;39.0;182.0;348.0;18.0;258.0
2281;7079;9.0;14.0;4.0;18.0;24.0;1.0;5.0
2282;7080;24.0;11.0;1.0;11.0;20.0;0.0;1.0
2283;7081;14.0;19.0;2.0;20.0;30.0;0.0;8.0
2284;7082;5.0;2.0;0.0;4.0;9.0;0.0;1.0
2285;7083;5.0;9.0;0.0;9.0;10.0;0.0;2.0
2286;7084;4.0;7.0;0.0;3.0;4.0;0.0;0.0
2287;7085;3.0;2.0;0.0;7.0;5.0;0.0;1.0
2288;7086;6.0;19.0;4.0;15.0;29.0;0.0;20.0
2289;7087;33.0;58.0;14.0;19.0;35.0;0.0;36.0
2290;7088;1.0;2.0;0.0;0.0;2.0;0.0;1.0
2291;7089;309.0;614.0;193.0;236.0;452.0;29.0;329.0
2292;7090;3.0;1.0;1.0;0.0;1.0;0.0;1.0
2293;7091;7.0;28.0;3.0;5.0;7.0;0.0;16.0
2294;7092;10.0;12.0;0.0;9.0;24.0;1.0;9.0
2295;7093;2.0;2.0;0.0;5.0;7.0;0.0;15.0
2296;7094;7.0;28.0;2.0;26.0;34.0;0.0;16.0
2297;7096;16.0;45.0;1.0;24.0;33.0;1.0;13.0
2298;7097;78.0;157.0;29.0;65.0;153.0;5.0;62.0
2299;7098;0.0;2.0;0.0;2.0;1.0;0.0;2.0
2300;7099;21.0;26.0;0.0;30.0;39.0;1.0;12.0
2301;7100;6.0;0.0;0.0;2.0;3.0;0.0;8.0
2302;7101;575.0;819.0;158.0;674.0;942.0;68.0;660.0
2303;7102;4.0;37.0;3.0;11.0;24.0;0.0;19.0
2304;7103;3.0;13.0;1.0;7.0;4.0;0.0;2.0
2305;7104;2.0;5.0;1.0;15.0;13.0;0.0;4.0
2306;7105;8.0;22.0;2.0;7.0;4.0;1.0;3.0
2307;7106;23.0;56.0;9.0;44.0;35.0;1.0;43.0
2308;7107;16.0;89.0;9.0;41.0;87.0;1.0;82.0
2309;7108;57.0;139.0;17.0;74.0;196.0;4.0;172.0
2310;7109;32.0;38.0;4.0;23.0;31.0;1.0;15.0
2311;7110;0.0;0.0;0.0;14.0;11.0;0.0;4.0
2312;7111;5.0;2.0;0.0;8.0;9.0;0.0;5.0
2313;7112;4.0;0.0;0.0;0.0;8.0;0.0;3.0
2314;7113;0.0;0.0;0.0;0.0;0.0;0.0;2.0
2315;7114;7.0;15.0;2.0;20.0;21.0;2.0;6.0
2316;7115;5.0;4.0;0.0;6.0;6.0;0.0;2.0
2317;7116;8.0;5.0;0.0;8.0;9.0;0.0;5.0
2318;7117;4.0;10.0;0.0;2.0;6.0;0.0;2.0
2319;7118;1.0;0.0;0.0;0.0;2.0;0.0;0.0
2320;7119;0.0;0.0;0.0;0.0;1.0;0.0;0.0
2321;7120;0.0;2.0;0.0;0.0;0.0;0.0;1.0
2322;7122;6.0;21.0;1.0;18.0;34.0;0.0;49.0
2323;7123;2.0;4.0;2.0;5.0;7.0;0.0;10.0
2324;7124;8.0;18.0;6.0;12.0;16.0;0.0;15.0
2325;8001;9.0;5.0;3.0;8.0;16.0;0.0;0.0
2326;8002;5.0;5.0;5.0;9.0;17.0;1.0;6.0
2327;8003;1.0;11.0;1.0;4.0;8.0;0.0;2.0
2328;8004;2.0;9.0;0.0;5.0;3.0;0.0;1.0
2329;8005;11.0;12.0;6.0;26.0;22.0;3.0;4.0
2330;8006;2.0;1.0;0.0;2.0;2.0;0.0;0.0
2331;8007;2.0;7.0;2.0;4.0;9.0;0.0;0.0
2332;8008;4.0;0.0;0.0;1.0;1.0;0.0;1.0
2333;8009;18.0;6.0;5.0;10.0;7.0;1.0;3.0
2334;8010;19.0;10.0;4.0;12.0;23.0;2.0;1.0
2335;8011;16.0;74.0;11.0;51.0;40.0;5.0;7.0
2336;8012;4.0;0.0;0.0;0.0;0.0;0.0;0.0
2337;8013;3.0;1.0;0.0;4.0;3.0;0.0;0.0
2338;8014;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2339;8015;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2340;8016;1.0;0.0;0.0;1.0;0.0;1.0;0.0
2341;8017;105.0;54.0;34.0;82.0;106.0;13.0;36.0
2342;8018;1.0;0.0;0.0;1.0;0.0;0.0;0.0
2343;8019;524.0;635.0;200.0;541.0;963.0;156.0;176.0
2344;8020;5.0;0.0;0.0;0.0;1.0;0.0;1.0
2345;8021;73.0;96.0;22.0;112.0;139.0;13.0;39.0
2346;8022;2.0;0.0;0.0;0.0;2.0;0.0;0.0
2347;8023;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2348;8024;1.0;5.0;3.0;6.0;7.0;0.0;0.0
2349;8025;3.0;3.0;1.0;5.0;4.0;0.0;1.0
2350;8027;16.0;24.0;4.0;20.0;26.0;1.0;12.0
2351;8028;1.0;2.0;0.0;1.0;4.0;0.0;0.0
2352;8029;13.0;6.0;4.0;11.0;13.0;3.0;5.0
2353;8030;3.0;2.0;1.0;4.0;2.0;0.0;0.0
2354;8031;14.0;9.0;6.0;14.0;21.0;1.0;1.0
2355;8032;62.0;183.0;33.0;115.0;120.0;5.0;37.0
2356;8033;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2357;8034;4.0;1.0;0.0;1.0;3.0;0.0;0.0
2358;8035;11.0;3.0;0.0;3.0;9.0;0.0;1.0
2359;8036;25.0;82.0;7.0;23.0;28.0;3.0;12.0
2360;8037;513.0;1091.0;204.0;864.0;896.0;239.0;173.0
2361;8038;1.0;0.0;0.0;1.0;2.0;0.0;0.0
2362;8039;0.0;3.0;0.0;3.0;4.0;1.0;1.0
2363;8040;3.0;8.0;3.0;12.0;13.0;3.0;2.0
2364;8041;1.0;0.0;0.0;1.0;0.0;0.0;0.0
2365;8042;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2366;8043;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2367;8044;3.0;2.0;0.0;2.0;0.0;0.0;0.0
2368;8045;15.0;22.0;4.0;33.0;34.0;2.0;10.0
2369;8046;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2370;8047;2.0;1.0;1.0;0.0;2.0;0.0;0.0
2371;8048;8.0;7.0;3.0;13.0;10.0;0.0;4.0
2372;8049;5.0;0.0;0.0;0.0;0.0;0.0;0.0
2373;8050;39.0;26.0;10.0;48.0;57.0;3.0;2.0
2374;8051;11.0;3.0;3.0;4.0;3.0;0.0;0.0
2375;8052;12.0;7.0;2.0;5.0;31.0;0.0;9.0
2376;8053;1.0;2.0;1.0;5.0;6.0;0.0;3.0
2377;8054;0.0;0.0;0.0;0.0;1.0;0.0;0.0
2378;8055;1.0;2.0;0.0;9.0;8.0;1.0;2.0
2379;8056;0.0;1.0;0.0;0.0;0.0;0.0;1.0
2380;8057;4.0;0.0;0.0;1.0;2.0;0.0;0.0
2381;8058;0.0;0.0;0.0;3.0;0.0;1.0;0.0
2382;8059;1.0;9.0;0.0;9.0;5.0;1.0;2.0
2383;8060;6.0;14.0;2.0;6.0;12.0;1.0;2.0
2384;8062;11.0;8.0;2.0;15.0;18.0;3.0;1.0
2385;8063;0.0;0.0;0.0;2.0;1.0;0.0;1.0
2386;8064;0.0;1.0;1.0;2.0;3.0;0.0;0.0
2387;8065;4.0;0.0;0.0;0.0;2.0;0.0;0.0
2388;8066;5.0;1.0;0.0;1.0;0.0;0.0;0.0
2389;8067;10.0;7.0;1.0;3.0;6.0;0.0;0.0
2390;9002;388.0;503.0;74.0;153.0;544.0;68.0;457.0
2391;9003;569.0;491.0;99.0;249.0;633.0;99.0;433.0
2392;9004;202.0;182.0;29.0;80.0;201.0;49.0;127.0
2393;9005;627.0;1328.0;185.0;510.0;1322.0;96.0;1029.0
2394;9006;262.0;459.0;81.0;153.0;426.0;20.0;371.0
2395;9007;594.0;1753.0;350.0;788.0;1803.0;130.0;1478.0
2396;9008;100.0;224.0;29.0;79.0;177.0;22.0;113.0
2397;9009;57.0;162.0;18.0;88.0;164.0;6.0;113.0
2398;9010;608.0;455.0;94.0;283.0;641.0;105.0;347.0
2399;9011;103.0;427.0;61.0;187.0;397.0;20.0;295.0
2400;9012;451.0;552.0;89.0;310.0;626.0;91.0;550.0
2401;9013;157.0;547.0;58.0;181.0;332.0;27.0;364.0
2402;9014;1108.0;308.0;111.0;251.0;739.0;113.0;367.0
2403;9015;2018.0;804.0;204.0;377.0;1448.0;209.0;945.0
2404;9016;904.0;468.0;117.0;163.0;644.0;99.0;420.0
2405;9017;489.0;811.0;135.0;182.0;857.0;68.0;611.0
