cve_ent_mun,cve_ent,entidad,cve_mun,municipio,alimentos_carta_y_comida_corrida,antojitos,pescados_y_mariscos,comida_rapida,tacos_tortas,autoservicio,otro_tipo_para_llevar,ing_lab,ocupados,desocupados,pob,pob_muj,pob_hom,pob_0_4,pob_5_9,pob_10_14,pob_15_19,pob_20_24,pob_25_29,pob_30_34,pob_35_39,pob_40_44,pob_45_49,pob_50_54,pob_55_59,pob_60_64,pob_65_more
31050,31,Yucatán,050,Mérida,783.0,1473.0,234.0,816.0,1217.0,196.0,1421.0,8256.2,461548.0,16459.0,974802.0,504904.0,469898.0,62518.0,66068.0,69920.0,76415.0,81973.0,83895.0,79872.0,75720.0,72819.0,69561.0,60439.0,50092.0,40379.0,85131.0
31051,31,Yucatán,051,Mocochá,0.0,2.0,1.0,3.0,2.0,0.0,3.0,4730.0,18468.0,,3558.0,1758.0,1800.0,244.0,251.0,263.0,267.0,272.0,297.0,317.0,301.0,254.0,213.0,196.0,184.0,156.0,343.0
31052,31,Yucatán,052,Motul,20.0,116.0,5.0,37.0,36.0,2.0,45.0,6163.33,30105.0,,39511.0,19905.0,19606.0,3209.0,3165.0,3187.0,3233.0,3292.0,3451.0,3319.0,2885.0,2468.0,2288.0,2102.0,1838.0,1529.0,3545.0
31053,31,Yucatán,053,Muna,8.0,62.0,3.0,15.0,14.0,1.0,9.0,,,,13687.0,6977.0,6710.0,958.0,1046.0,1144.0,1176.0,1101.0,1061.0,1066.0,1020.0,919.0,858.0,792.0,705.0,609.0,1232.0
31054,31,Yucatán,054,Muxupip,0.0,6.0,0.0,2.0,1.0,0.0,1.0,4004.39,6572.0,,3109.0,1586.0,1523.0,209.0,203.0,221.0,244.0,265.0,287.0,271.0,237.0,209.0,192.0,177.0,163.0,139.0,292.0
31055,31,Yucatán,055,Opichén,1.0,20.0,0.0,5.0,1.0,0.0,1.0,,,,7327.0,3602.0,3725.0,587.0,587.0,633.0,677.0,692.0,700.0,653.0,548.0,438.0,378.0,337.0,294.0,241.0,562.0
31056,31,Yucatán,056,Oxkutzcab,18.0,134.0,9.0,29.0,31.0,0.0,30.0,3720.95,12321.0,333.0,33516.0,17495.0,16021.0,3256.0,3063.0,3171.0,3254.0,3024.0,2767.0,2491.0,2198.0,1968.0,1859.0,1614.0,1305.0,1059.0,2487.0
31057,31,Yucatán,057,Panabá,0.0,18.0,3.0,7.0,8.0,1.0,3.0,,,,8316.0,4165.0,4151.0,591.0,624.0,703.0,743.0,666.0,589.0,554.0,536.0,542.0,574.0,524.0,421.0,350.0,899.0
31058,31,Yucatán,058,Peto,12.0,65.0,4.0,22.0,28.0,2.0,11.0,,,,27154.0,13674.0,13480.0,2616.0,2561.0,2662.0,2676.0,2442.0,2136.0,1777.0,1480.0,1328.0,1355.0,1356.0,1238.0,1030.0,2497.0
31059,31,Yucatán,059,Progreso,85.0,85.0,111.0,54.0,86.0,4.0,99.0,5549.68,36936.0,1472.0,63719.0,31997.0,31722.0,4967.0,4909.0,5094.0,5242.0,5163.0,5196.0,5128.0,4863.0,4556.0,4382.0,3852.0,3088.0,2378.0,4901.0
31060,31,Yucatán,060,Quintana Roo,0.0,6.0,0.0,0.0,1.0,0.0,0.0,2850.19,9423.0,,1037.0,517.0,520.0,87.0,77.0,77.0,78.0,76.0,80.0,78.0,62.0,54.0,60.0,68.0,64.0,52.0,124.0
31061,31,Yucatán,061,Río Lagartos,6.0,10.0,6.0,2.0,2.0,0.0,6.0,,,,3850.0,1876.0,1974.0,293.0,281.0,300.0,312.0,309.0,305.0,296.0,295.0,296.0,283.0,230.0,182.0,148.0,320.0
31062,31,Yucatán,062,Sacalum,1.0,15.0,0.0,9.0,8.0,0.0,5.0,,,,5207.0,2530.0,2677.0,442.0,396.0,427.0,464.0,482.0,477.0,427.0,363.0,315.0,286.0,259.0,235.0,201.0,433.0
31063,31,Yucatán,063,Samahil,12.0,19.0,1.0,2.0,2.0,2.0,1.0,,,,5589.0,2785.0,2804.0,433.0,452.0,473.0,483.0,487.0,508.0,493.0,437.0,375.0,323.0,270.0,237.0,205.0,413.0
31064,31,Yucatán,064,Sanahcat,0.0,7.0,0.0,2.0,1.0,0.0,0.0,,,,1849.0,923.0,926.0,161.0,129.0,116.0,133.0,163.0,180.0,162.0,124.0,98.0,94.0,90.0,93.0,90.0,216.0
31065,31,Yucatán,065,San Felipe,7.0,4.0,1.0,0.0,1.0,1.0,2.0,5171.11,5157.0,191.0,2087.0,1012.0,1075.0,160.0,171.0,163.0,144.0,134.0,148.0,169.0,172.0,159.0,146.0,129.0,112.0,95.0,185.0
31066,31,Yucatán,066,Santa Elena,4.0,13.0,1.0,4.0,3.0,0.0,0.0,,,,4312.0,2210.0,2102.0,378.0,372.0,405.0,413.0,375.0,353.0,335.0,288.0,252.0,247.0,222.0,188.0,149.0,335.0
31067,31,Yucatán,067,Seyé,0.0,16.0,0.0,10.0,4.0,1.0,6.0,4263.08,12384.0,,10439.0,5102.0,5337.0,804.0,821.0,843.0,843.0,880.0,956.0,968.0,854.0,670.0,553.0,499.0,465.0,412.0,871.0
31068,31,Yucatán,068,Sinanché,2.0,4.0,0.0,1.0,1.0,0.0,4.0,,,,3412.0,1634.0,1778.0,212.0,240.0,265.0,261.0,229.0,218.0,232.0,248.0,243.0,229.0,210.0,192.0,167.0,466.0
31069,31,Yucatán,069,Sotuta,3.0,27.0,1.0,8.0,2.0,0.0,2.0,,,,9580.0,4700.0,4880.0,842.0,888.0,941.0,919.0,806.0,741.0,681.0,596.0,534.0,510.0,464.0,404.0,355.0,899.0
31070,31,Yucatán,070,Sucilá,0.0,11.0,1.0,6.0,8.0,0.0,3.0,3518.33,6762.0,322.0,4232.0,2080.0,2152.0,299.0,310.0,357.0,366.0,320.0,279.0,272.0,280.0,282.0,274.0,240.0,207.0,194.0,552.0
31071,31,Yucatán,071,Sudzal,0.0,6.0,0.0,0.0,0.0,0.0,1.0,,,,1845.0,873.0,972.0,151.0,156.0,163.0,166.0,153.0,146.0,133.0,108.0,98.0,103.0,104.0,94.0,75.0,195.0
31072,31,Yucatán,072,Suma,0.0,7.0,0.0,0.0,1.0,0.0,2.0,,,,1987.0,976.0,1011.0,132.0,129.0,116.0,119.0,136.0,162.0,156.0,121.0,102.0,121.0,139.0,131.0,113.0,310.0
31073,31,Yucatán,073,Tahdziú,0.0,7.0,0.0,5.0,2.0,0.0,0.0,1305.62,21462.0,,5443.0,2636.0,2807.0,780.0,703.0,660.0,592.0,496.0,411.0,332.0,287.0,262.0,231.0,179.0,141.0,122.0,247.0
31074,31,Yucatán,074,Tahmek,0.0,12.0,0.0,2.0,1.0,0.0,2.0,,,,4030.0,1980.0,2050.0,275.0,278.0,281.0,274.0,277.0,315.0,344.0,324.0,262.0,217.0,214.0,229.0,224.0,516.0
31075,31,Yucatán,075,Teabo,3.0,11.0,1.0,6.0,6.0,0.0,4.0,,,,7109.0,3577.0,3532.0,642.0,661.0,696.0,686.0,638.0,598.0,554.0,488.0,404.0,340.0,291.0,276.0,253.0,582.0
31076,31,Yucatán,076,Tecoh,2.0,40.0,1.0,13.0,3.0,0.0,11.0,,,,18985.0,9447.0,9538.0,1541.0,1527.0,1575.0,1609.0,1646.0,1727.0,1680.0,1441.0,1156.0,1014.0,940.0,860.0,733.0,1536.0
31077,31,Yucatán,077,Tekal de Venegas,0.0,16.0,0.0,5.0,1.0,0.0,6.0,,,,2871.0,1415.0,1456.0,216.0,222.0,246.0,252.0,223.0,214.0,229.0,220.0,183.0,153.0,139.0,135.0,129.0,310.0
31078,31,Yucatán,078,Tekantó,3.0,19.0,0.0,5.0,2.0,0.0,1.0,,,,4082.0,2045.0,2037.0,283.0,296.0,315.0,317.0,298.0,297.0,297.0,279.0,254.0,244.0,234.0,220.0,200.0,548.0
31079,31,Yucatán,079,Tekax,15.0,107.0,6.0,35.0,62.0,3.0,36.0,2572.16,17174.0,,45868.0,23296.0,22572.0,4146.0,4024.0,4166.0,4222.0,4079.0,3988.0,3744.0,3267.0,2802.0,2482.0,2130.0,1802.0,1487.0,3529.0
31080,31,Yucatán,080,Tekit,1.0,33.0,3.0,13.0,13.0,0.0,18.0,,,,11069.0,5451.0,5618.0,935.0,957.0,972.0,970.0,993.0,1074.0,1048.0,863.0,657.0,541.0,459.0,411.0,381.0,808.0
31081,31,Yucatán,081,Tekom,0.0,4.0,0.0,3.0,0.0,0.0,1.0,,,,3471.0,1743.0,1728.0,336.0,339.0,341.0,321.0,293.0,278.0,246.0,194.0,162.0,160.0,162.0,151.0,130.0,358.0
31082,31,Yucatán,082,Telchac Pueblo,2.0,20.0,0.0,4.0,5.0,0.0,7.0,,,,4107.0,2042.0,2065.0,241.0,252.0,285.0,305.0,290.0,275.0,270.0,273.0,278.0,286.0,261.0,233.0,221.0,637.0
31083,31,Yucatán,083,Telchac Puerto,15.0,16.0,23.0,3.0,0.0,0.0,5.0,,,,1926.0,916.0,1010.0,119.0,141.0,161.0,157.0,139.0,146.0,155.0,138.0,126.0,131.0,123.0,110.0,94.0,186.0
31084,31,Yucatán,084,Temax,1.0,12.0,0.0,4.0,0.0,0.0,6.0,,,,7831.0,3902.0,3929.0,605.0,622.0,648.0,641.0,618.0,633.0,608.0,511.0,424.0,414.0,410.0,375.0,339.0,983.0
31085,31,Yucatán,085,Temozón,2.0,28.0,1.0,10.0,8.0,0.0,5.0,,,,16741.0,8244.0,8497.0,1493.0,1589.0,1642.0,1627.0,1533.0,1421.0,1241.0,1048.0,922.0,874.0,793.0,690.0,566.0,1302.0
31086,31,Yucatán,086,Tepakán,0.0,10.0,1.0,1.0,1.0,0.0,5.0,,,,2402.0,1173.0,1229.0,151.0,163.0,175.0,191.0,194.0,197.0,182.0,143.0,118.0,128.0,146.0,141.0,120.0,353.0
31087,31,Yucatán,087,Tetiz,0.0,16.0,1.0,6.0,3.0,1.0,4.0,,,,5470.0,2748.0,2722.0,500.0,455.0,476.0,510.0,510.0,490.0,441.0,384.0,325.0,281.0,235.0,213.0,205.0,445.0
31088,31,Yucatán,088,Teya,1.0,4.0,0.0,1.0,0.0,0.0,0.0,,,,2110.0,1067.0,1043.0,162.0,143.0,157.0,173.0,170.0,168.0,149.0,120.0,104.0,106.0,122.0,128.0,111.0,297.0
31089,31,Yucatán,089,Ticul,28.0,179.0,12.0,33.0,79.0,1.0,55.0,4779.04,56426.0,1031.0,43368.0,21969.0,21399.0,3584.0,3462.0,3539.0,3783.0,3895.0,3925.0,3686.0,3192.0,2723.0,2487.0,2230.0,1910.0,1538.0,3414.0
31090,31,Yucatán,090,Timucuy,0.0,6.0,0.0,1.0,1.0,0.0,3.0,,,,7957.0,3889.0,4068.0,662.0,663.0,671.0,692.0,731.0,771.0,730.0,614.0,492.0,419.0,367.0,327.0,278.0,540.0
31091,31,Yucatán,091,Tinum,15.0,29.0,2.0,5.0,8.0,0.0,9.0,7025.0,33615.0,,12896.0,6328.0,6568.0,1157.0,1183.0,1212.0,1185.0,1125.0,1083.0,1016.0,917.0,804.0,725.0,604.0,492.0,425.0,968.0
31092,31,Yucatán,092,Tixcacalcupul,0.0,4.0,0.0,3.0,6.0,0.0,2.0,,,,7688.0,3816.0,3872.0,809.0,842.0,820.0,747.0,674.0,635.0,565.0,459.0,376.0,357.0,339.0,302.0,251.0,512.0
31093,31,Yucatán,093,Tixkokob,3.0,33.0,4.0,14.0,25.0,2.0,21.0,4128.0,6908.0,,19544.0,9856.0,9688.0,1331.0,1388.0,1421.0,1428.0,1528.0,1726.0,1775.0,1614.0,1385.0,1236.0,1116.0,987.0,820.0,1789.0
31094,31,Yucatán,094,Tixmehuac,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2805.48,15748.0,,5247.0,2611.0,2636.0,539.0,521.0,514.0,491.0,450.0,416.0,379.0,336.0,296.0,271.0,233.0,193.0,165.0,443.0
31095,31,Yucatán,095,Tixpéhual,0.0,14.0,1.0,5.0,3.0,0.0,4.0,9678.26,37835.0,,5983.0,3038.0,2945.0,386.0,403.0,407.0,418.0,454.0,526.0,555.0,502.0,430.0,400.0,361.0,304.0,248.0,589.0
31096,31,Yucatán,096,Tizimín,18.0,187.0,9.0,58.0,78.0,6.0,44.0,4126.4,39163.0,2733.0,83521.0,42253.0,41268.0,7257.0,7705.0,7993.0,7810.0,7057.0,6622.0,6180.0,5436.0,4862.0,4656.0,4161.0,3539.0,2959.0,7284.0
31097,31,Yucatán,097,Tunkás,0.0,12.0,3.0,9.0,8.0,0.0,4.0,,,,3783.0,1853.0,1930.0,300.0,313.0,315.0,300.0,263.0,252.0,253.0,242.0,230.0,221.0,206.0,194.0,181.0,513.0
31098,31,Yucatán,098,Tzucacab,0.0,55.0,2.0,9.0,21.0,1.0,14.0,,,,15820.0,7826.0,7994.0,1427.0,1545.0,1608.0,1547.0,1364.0,1245.0,1156.0,1018.0,887.0,822.0,722.0,614.0,523.0,1342.0
31099,31,Yucatán,099,Uayma,0.0,10.0,1.0,0.0,3.0,0.0,0.0,,,,4427.0,2164.0,2263.0,430.0,439.0,415.0,416.0,425.0,402.0,328.0,260.0,225.0,227.0,213.0,175.0,145.0,327.0
31100,31,Yucatán,100,Ucú,2.0,8.0,0.0,0.0,0.0,0.0,3.0,,,,4010.0,1990.0,2020.0,319.0,325.0,332.0,327.0,322.0,338.0,354.0,333.0,276.0,228.0,206.0,188.0,152.0,310.0
31101,31,Yucatán,101,Umán,27.0,143.0,15.0,53.0,49.0,3.0,69.0,5865.31,37903.0,195.0,58491.0,29216.0,29275.0,4894.0,4817.0,4712.0,4944.0,5318.0,5687.0,5408.0,4643.0,3951.0,3519.0,2969.0,2421.0,1904.0,3304.0
31102,31,Yucatán,102,Valladolid,51.0,161.0,16.0,54.0,90.0,8.0,58.0,5199.89,23050.0,950.0,87105.0,43897.0,43208.0,7585.0,8046.0,8225.0,8452.0,8261.0,7653.0,6826.0,6167.0,5547.0,4911.0,3999.0,3144.0,2472.0,5817.0
31103,31,Yucatán,103,Xocchel,0.0,6.0,0.0,0.0,2.0,0.0,1.0,,,,3767.0,1845.0,1922.0,295.0,281.0,310.0,342.0,342.0,326.0,302.0,270.0,235.0,207.0,179.0,163.0,147.0,368.0
31104,31,Yucatán,104,Yaxcabá,1.0,15.0,1.0,6.0,2.0,0.0,3.0,,,,16457.0,7981.0,8476.0,1680.0,1680.0,1696.0,1625.0,1419.0,1257.0,1108.0,962.0,877.0,850.0,749.0,635.0,556.0,1363.0
31105,31,Yucatán,105,Yaxkukul,0.0,8.0,0.0,6.0,6.0,0.0,5.0,,,,3423.0,1721.0,1702.0,260.0,263.0,271.0,268.0,264.0,295.0,316.0,290.0,245.0,215.0,186.0,156.0,127.0,267.0
31106,31,Yucatán,106,Yobaín,0.0,3.0,0.0,0.0,1.0,0.0,1.0,,,,2454.0,1203.0,1251.0,182.0,178.0,189.0,195.0,174.0,156.0,153.0,161.0,170.0,174.0,157.0,133.0,116.0,316.0
32001,32,Zacatecas,001,Apozol,1.0,7.0,2.0,2.0,14.0,1.0,0.0,,,,6357.0,3280.0,3077.0,557.0,566.0,550.0,494.0,442.0,431.0,432.0,416.0,380.0,349.0,312.0,291.0,290.0,847.0
32002,32,Zacatecas,002,Apulco,0.0,6.0,0.0,0.0,5.0,0.0,1.0,,,,5114.0,2688.0,2426.0,480.0,507.0,518.0,471.0,382.0,346.0,338.0,304.0,269.0,258.0,238.0,221.0,213.0,569.0
32003,32,Zacatecas,003,Atolinga,5.0,4.0,0.0,1.0,3.0,0.0,0.0,2454.58,3686.0,,2628.0,1352.0,1276.0,166.0,168.0,198.0,203.0,183.0,167.0,146.0,133.0,134.0,145.0,155.0,162.0,163.0,505.0
32004,32,Zacatecas,004,Benito Juárez,7.0,4.0,0.0,2.0,3.0,0.0,0.0,,,,4324.0,2124.0,2200.0,371.0,429.0,432.0,385.0,309.0,284.0,282.0,261.0,235.0,228.0,220.0,206.0,187.0,495.0
32005,32,Zacatecas,005,Calera,6.0,118.0,7.0,66.0,49.0,4.0,6.0,5341.67,11079.0,1215.0,47717.0,23826.0,23891.0,5233.0,5198.0,4743.0,4366.0,4217.0,4303.0,3980.0,3333.0,2833.0,2486.0,2003.0,1532.0,1136.0,2354.0
32006,32,Zacatecas,006,Cañitas de Felipe Pescador,0.0,15.0,2.0,7.0,8.0,0.0,3.0,4437.83,13373.0,1122.0,8736.0,4422.0,4314.0,747.0,774.0,783.0,742.0,667.0,614.0,563.0,519.0,522.0,564.0,543.0,459.0,364.0,875.0
32007,32,Zacatecas,007,Concepción del Oro,13.0,9.0,4.0,7.0,11.0,0.0,3.0,6988.27,5850.0,225.0,14047.0,6948.0,7099.0,1178.0,1241.0,1190.0,1013.0,899.0,982.0,1045.0,991.0,951.0,942.0,827.0,686.0,585.0,1517.0
32008,32,Zacatecas,008,Cuauhtémoc,2.0,27.0,2.0,4.0,11.0,0.0,4.0,,,,13297.0,6813.0,6484.0,1315.0,1336.0,1329.0,1267.0,1140.0,1028.0,929.0,843.0,760.0,675.0,588.0,546.0,474.0,1067.0
32009,32,Zacatecas,009,Chalchihuites,0.0,16.0,3.0,9.0,6.0,1.0,1.0,,,,11929.0,6123.0,5806.0,1057.0,1045.0,1023.0,975.0,893.0,838.0,744.0,668.0,666.0,686.0,640.0,586.0,549.0,1559.0
32010,32,Zacatecas,010,Fresnillo,66.0,427.0,53.0,140.0,117.0,12.0,25.0,5336.49,94209.0,4813.0,244582.0,123731.0,120851.0,23245.0,23788.0,23203.0,22189.0,20735.0,19913.0,18252.0,16395.0,15104.0,14268.0,12430.0,10310.0,8291.0,16459.0
32011,32,Zacatecas,011,Trinidad García de la Cadena,5.0,2.0,0.0,3.0,6.0,0.0,0.0,4668.75,4960.0,248.0,3031.0,1540.0,1491.0,222.0,244.0,254.0,225.0,186.0,185.0,188.0,179.0,174.0,182.0,183.0,174.0,161.0,474.0
32012,32,Zacatecas,012,Genaro Codina,0.0,4.0,0.0,2.0,2.0,0.0,0.0,,,,8598.0,4407.0,4191.0,928.0,942.0,882.0,813.0,720.0,658.0,601.0,517.0,431.0,382.0,351.0,327.0,296.0,750.0
32013,32,Zacatecas,013,General Enrique Estrada,0.0,3.0,1.0,6.0,6.0,0.0,0.0,,,,6652.0,3359.0,3293.0,635.0,659.0,630.0,574.0,517.0,501.0,492.0,460.0,418.0,382.0,327.0,282.0,241.0,534.0
32014,32,Zacatecas,014,General Francisco R. Murguía,3.0,14.0,1.0,9.0,10.0,1.0,1.0,3254.29,5250.0,,22883.0,11805.0,11078.0,2015.0,2087.0,2036.0,1932.0,1764.0,1671.0,1575.0,1413.0,1266.0,1232.0,1179.0,1095.0,984.0,2634.0
32015,32,Zacatecas,015,El Plateado de Joaquín Amaro,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,1343.0,677.0,666.0,82.0,81.0,78.0,79.0,78.0,74.0,67.0,66.0,71.0,81.0,86.0,85.0,86.0,329.0
32016,32,Zacatecas,016,General Pánfilo Natera,3.0,25.0,1.0,10.0,10.0,0.0,1.0,4406.9,4700.0,235.0,24393.0,12424.0,11969.0,2402.0,2458.0,2506.0,2303.0,1935.0,1727.0,1614.0,1497.0,1400.0,1356.0,1221.0,1027.0,836.0,2111.0
32017,32,Zacatecas,017,Guadalupe,69.0,308.0,40.0,119.0,197.0,12.0,42.0,7820.21,65316.0,3865.0,202014.0,103281.0,98733.0,19128.0,19347.0,18735.0,18283.0,18265.0,18447.0,17152.0,15194.0,13679.0,12607.0,10545.0,7795.0,5053.0,7784.0
32018,32,Zacatecas,018,Huanusco,3.0,3.0,0.0,1.0,13.0,0.0,0.0,,,,4272.0,2179.0,2093.0,321.0,343.0,350.0,340.0,300.0,275.0,258.0,243.0,237.0,241.0,230.0,220.0,222.0,692.0
32019,32,Zacatecas,019,Jalpa,5.0,52.0,8.0,17.0,69.0,1.0,4.0,4782.44,17216.0,1278.0,25554.0,13049.0,12505.0,2366.0,2345.0,2346.0,2241.0,2005.0,1845.0,1674.0,1503.0,1411.0,1389.0,1302.0,1184.0,1047.0,2896.0
32020,32,Zacatecas,020,Jerez,37.0,126.0,24.0,45.0,99.0,3.0,9.0,4410.69,11559.0,1374.0,63529.0,32656.0,30873.0,4976.0,5206.0,5358.0,5346.0,5023.0,4619.0,4171.0,3924.0,3833.0,3872.0,3661.0,3255.0,2828.0,7457.0
32021,32,Zacatecas,021,Jiménez del Teul,0.0,3.0,0.0,2.0,0.0,0.0,2.0,,,,4451.0,2243.0,2208.0,422.0,449.0,469.0,455.0,377.0,304.0,243.0,209.0,209.0,223.0,215.0,192.0,166.0,518.0
32022,32,Zacatecas,022,Juan Aldama,11.0,78.0,3.0,24.0,32.0,1.0,1.0,,,,22931.0,11787.0,11144.0,2039.0,2149.0,2150.0,2090.0,1887.0,1715.0,1561.0,1430.0,1344.0,1320.0,1199.0,1023.0,865.0,2159.0
32023,32,Zacatecas,023,Juchipila,0.0,35.0,2.0,10.0,15.0,3.0,0.0,5610.0,3604.0,,13451.0,7063.0,6388.0,1028.0,1096.0,1127.0,1092.0,969.0,872.0,813.0,808.0,823.0,822.0,752.0,692.0,670.0,1887.0
32024,32,Zacatecas,024,Loreto,10.0,79.0,10.0,20.0,66.0,1.0,2.0,5799.05,64450.0,3069.0,57012.0,28700.0,28312.0,5851.0,5914.0,5905.0,5607.0,5072.0,4619.0,4125.0,3676.0,3299.0,2980.0,2571.0,2155.0,1657.0,3581.0
32025,32,Zacatecas,025,Luis Moya,3.0,30.0,2.0,5.0,8.0,0.0,3.0,,,,14061.0,7059.0,7002.0,1420.0,1406.0,1330.0,1230.0,1129.0,1100.0,1024.0,892.0,788.0,740.0,690.0,625.0,522.0,1165.0
32026,32,Zacatecas,026,Mazapil,8.0,2.0,0.0,1.0,6.0,0.0,4.0,3127.55,7489.0,270.0,18595.0,8844.0,9751.0,1709.0,1692.0,1625.0,1555.0,1475.0,1431.0,1305.0,1131.0,1014.0,987.0,939.0,876.0,794.0,2062.0
32027,32,Zacatecas,027,Melchor Ocampo,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,3148.0,1472.0,1676.0,259.0,249.0,283.0,285.0,250.0,231.0,221.0,210.0,206.0,196.0,166.0,144.0,135.0,313.0
32028,32,Zacatecas,028,Mezquital del Oro,1.0,0.0,0.0,1.0,6.0,0.0,1.0,,,,2615.0,1363.0,1252.0,210.0,230.0,249.0,225.0,164.0,146.0,168.0,171.0,159.0,149.0,138.0,134.0,133.0,339.0
32029,32,Zacatecas,029,Miguel Auza,4.0,55.0,2.0,21.0,19.0,0.0,10.0,4673.33,8340.0,556.0,24995.0,12728.0,12267.0,2597.0,2595.0,2577.0,2471.0,2174.0,1876.0,1613.0,1457.0,1410.0,1388.0,1232.0,1024.0,804.0,1777.0
32030,32,Zacatecas,030,Momax,0.0,15.0,1.0,1.0,5.0,0.0,0.0,,,,2545.0,1316.0,1229.0,172.0,177.0,202.0,205.0,193.0,179.0,157.0,140.0,140.0,152.0,156.0,148.0,133.0,391.0
32031,32,Zacatecas,031,Monte Escobedo,5.0,7.0,1.0,3.0,17.0,2.0,4.0,2208.0,3568.0,223.0,9778.0,4933.0,4845.0,745.0,760.0,786.0,736.0,646.0,605.0,579.0,554.0,555.0,580.0,558.0,523.0,514.0,1637.0
32032,32,Zacatecas,032,Morelos,3.0,29.0,1.0,8.0,9.0,2.0,2.0,5627.6,12740.0,,13216.0,6622.0,6594.0,1147.0,1208.0,1214.0,1160.0,1081.0,1031.0,962.0,925.0,911.0,875.0,744.0,598.0,454.0,906.0
32033,32,Zacatecas,033,Moyahua de Estrada,3.0,4.0,0.0,2.0,3.0,0.0,0.0,,,,4215.0,2234.0,1981.0,303.0,302.0,302.0,284.0,259.0,250.0,240.0,227.0,223.0,239.0,251.0,254.0,258.0,823.0
32034,32,Zacatecas,034,Nochistlán de Mejía,6.0,71.0,9.0,13.0,50.0,0.0,4.0,5123.82,9530.0,250.0,29516.0,15449.0,14067.0,2399.0,2545.0,2626.0,2482.0,2114.0,1932.0,1864.0,1764.0,1710.0,1735.0,1668.0,1564.0,1424.0,3689.0
32035,32,Zacatecas,035,Noria de Ángeles,0.0,7.0,0.0,1.0,3.0,0.0,0.0,4129.17,7224.0,,17783.0,9024.0,8759.0,1796.0,1802.0,1826.0,1723.0,1467.0,1288.0,1222.0,1156.0,1065.0,971.0,811.0,666.0,557.0,1433.0
32036,32,Zacatecas,036,Ojocaliente,5.0,77.0,7.0,20.0,51.0,3.0,3.0,4682.49,11961.0,964.0,45545.0,23257.0,22288.0,4781.0,5004.0,4932.0,4383.0,3700.0,3451.0,3245.0,2870.0,2550.0,2382.0,2108.0,1709.0,1316.0,3114.0
32037,32,Zacatecas,037,Pánuco,0.0,9.0,0.0,13.0,3.0,0.0,0.0,,,,18928.0,9443.0,9485.0,1919.0,1943.0,1839.0,1733.0,1603.0,1533.0,1470.0,1347.0,1174.0,1022.0,860.0,735.0,594.0,1156.0
32038,32,Zacatecas,038,Pinos,4.0,47.0,5.0,17.0,28.0,3.0,0.0,3336.49,35985.0,1599.0,77281.0,39452.0,37829.0,7457.0,8020.0,7862.0,7055.0,6095.0,5892.0,5709.0,5055.0,4436.0,4049.0,3526.0,3009.0,2505.0,6611.0
32039,32,Zacatecas,039,Río Grande,17.0,140.0,7.0,34.0,54.0,3.0,19.0,5557.98,22048.0,1472.0,67883.0,34950.0,32933.0,5846.0,6178.0,6255.0,5993.0,5402.0,5086.0,4828.0,4557.0,4343.0,4169.0,3639.0,3056.0,2613.0,5918.0
32040,32,Zacatecas,040,Sain Alto,1.0,17.0,0.0,7.0,7.0,0.0,3.0,,,,23421.0,12012.0,11409.0,2409.0,2423.0,2334.0,2143.0,1860.0,1692.0,1539.0,1384.0,1294.0,1252.0,1123.0,961.0,833.0,2174.0
32041,32,Zacatecas,041,El Salvador,0.0,0.0,0.0,2.0,0.0,0.0,1.0,,,,2519.0,1238.0,1281.0,178.0,207.0,215.0,198.0,162.0,152.0,159.0,156.0,150.0,145.0,139.0,133.0,120.0,405.0
32042,32,Zacatecas,042,Sombrerete,12.0,82.0,11.0,35.0,51.0,0.0,10.0,5352.59,4743.0,558.0,65614.0,33256.0,32358.0,5831.0,6101.0,6183.0,5794.0,5082.0,4757.0,4630.0,4411.0,4151.0,3990.0,3550.0,2963.0,2410.0,5761.0
32043,32,Zacatecas,043,Susticacán,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,1441.0,751.0,690.0,90.0,116.0,132.0,129.0,103.0,87.0,82.0,76.0,77.0,90.0,83.0,65.0,61.0,250.0
32044,32,Zacatecas,044,Tabasco,2.0,20.0,1.0,12.0,30.0,0.0,3.0,,,,16435.0,8414.0,8021.0,1494.0,1576.0,1575.0,1469.0,1282.0,1181.0,1103.0,1019.0,956.0,895.0,783.0,705.0,648.0,1749.0
32045,32,Zacatecas,045,Tepechitlán,5.0,19.0,1.0,3.0,15.0,0.0,3.0,,,,9242.0,4814.0,4428.0,754.0,755.0,768.0,763.0,712.0,674.0,619.0,567.0,532.0,507.0,465.0,446.0,425.0,1255.0
32046,32,Zacatecas,046,Tepetongo,4.0,5.0,1.0,0.0,11.0,0.0,0.0,,,,7539.0,3877.0,3662.0,499.0,539.0,539.0,509.0,457.0,438.0,434.0,428.0,427.0,462.0,459.0,421.0,417.0,1510.0
32047,32,Zacatecas,047,Teúl de González Ortega,10.0,7.0,0.0,4.0,11.0,0.0,0.0,,,,5143.0,2635.0,2508.0,395.0,436.0,451.0,418.0,348.0,318.0,317.0,315.0,321.0,330.0,308.0,271.0,240.0,675.0
