Municipality ID,Municipality,Population Age Range ID,Population Age Range,Sex ID,Sex,Projected Population
20475,Santiago Matatlán,13,60 to 64 years,1,Male,201
20475,Santiago Matatlán,13,60 to 64 years,2,Female,237
20475,Santiago Matatlán,14,65 or more years,1,Male,465
20475,Santiago Matatlán,14,65 or more years,2,Female,524
20476,Santiago Miltepec,1,0 to 4 years,1,Male,18
20476,Santiago Miltepec,1,0 to 4 years,2,Female,12
20476,Santiago Miltepec,2,5 to 9 years,1,Male,20
20476,Santiago Miltepec,2,5 to 9 years,2,Female,12
20476,Santiago Miltepec,3,10 to 14 years,1,Male,20
20476,Santiago Miltepec,3,10 to 14 years,2,Female,14
20476,Santiago Miltepec,4,15 to 19 years,1,Male,19
20476,Santiago Miltepec,4,15 to 19 years,2,Female,18
20476,Santiago Miltepec,5,20 to 24 years,1,Male,17
20476,Santiago Miltepec,5,20 to 24 years,2,Female,18
20476,Santiago Miltepec,6,25 to 29 years,1,Male,13
20476,Santiago Miltepec,6,25 to 29 years,2,Female,15
20476,Santiago Miltepec,7,30 to 34 years,1,Male,11
20476,Santiago Miltepec,7,30 to 34 years,2,Female,13
20476,Santiago Miltepec,8,35 to 39 years,1,Male,11
20476,Santiago Miltepec,8,35 to 39 years,2,Female,14
20476,Santiago Miltepec,9,40 to 44 years,1,Male,14
20476,Santiago Miltepec,9,40 to 44 years,2,Female,14
20476,Santiago Miltepec,10,45 to 49 years,1,Male,14
20476,Santiago Miltepec,10,45 to 49 years,2,Female,12
20476,Santiago Miltepec,11,50 to 54 years,1,Male,11
20476,Santiago Miltepec,11,50 to 54 years,2,Female,12
20476,Santiago Miltepec,12,55 to 59 years,1,Male,7
20476,Santiago Miltepec,12,55 to 59 years,2,Female,11
20476,Santiago Miltepec,13,60 to 64 years,1,Male,8
20476,Santiago Miltepec,13,60 to 64 years,2,Female,11
20476,Santiago Miltepec,14,65 or more years,1,Male,30
20476,Santiago Miltepec,14,65 or more years,2,Female,40
20477,Santiago Minas,1,0 to 4 years,1,Male,40
20477,Santiago Minas,1,0 to 4 years,2,Female,48
20477,Santiago Minas,2,5 to 9 years,1,Male,55
20477,Santiago Minas,2,5 to 9 years,2,Female,61
20477,Santiago Minas,3,10 to 14 years,1,Male,78
20477,Santiago Minas,3,10 to 14 years,2,Female,84
20477,Santiago Minas,4,15 to 19 years,1,Male,84
20477,Santiago Minas,4,15 to 19 years,2,Female,83
20477,Santiago Minas,5,20 to 24 years,1,Male,60
20477,Santiago Minas,5,20 to 24 years,2,Female,60
20477,Santiago Minas,6,25 to 29 years,1,Male,39
20477,Santiago Minas,6,25 to 29 years,2,Female,42
20477,Santiago Minas,7,30 to 34 years,1,Male,35
20477,Santiago Minas,7,30 to 34 years,2,Female,40
20477,Santiago Minas,8,35 to 39 years,1,Male,38
20477,Santiago Minas,8,35 to 39 years,2,Female,45
20477,Santiago Minas,9,40 to 44 years,1,Male,44
20477,Santiago Minas,9,40 to 44 years,2,Female,48
20477,Santiago Minas,10,45 to 49 years,1,Male,49
20477,Santiago Minas,10,45 to 49 years,2,Female,48
20477,Santiago Minas,11,50 to 54 years,1,Male,44
20477,Santiago Minas,11,50 to 54 years,2,Female,40
20477,Santiago Minas,12,55 to 59 years,1,Male,36
20477,Santiago Minas,12,55 to 59 years,2,Female,30
20477,Santiago Minas,13,60 to 64 years,1,Male,29
20477,Santiago Minas,13,60 to 64 years,2,Female,27
20477,Santiago Minas,14,65 or more years,1,Male,74
20477,Santiago Minas,14,65 or more years,2,Female,68
20478,Santiago Nacaltepec,1,0 to 4 years,1,Male,52
20478,Santiago Nacaltepec,1,0 to 4 years,2,Female,46
20478,Santiago Nacaltepec,2,5 to 9 years,1,Male,65
20478,Santiago Nacaltepec,2,5 to 9 years,2,Female,65
20478,Santiago Nacaltepec,3,10 to 14 years,1,Male,73
20478,Santiago Nacaltepec,3,10 to 14 years,2,Female,74
20478,Santiago Nacaltepec,4,15 to 19 years,1,Male,65
20478,Santiago Nacaltepec,4,15 to 19 years,2,Female,64
20478,Santiago Nacaltepec,5,20 to 24 years,1,Male,42
20478,Santiago Nacaltepec,5,20 to 24 years,2,Female,47
20478,Santiago Nacaltepec,6,25 to 29 years,1,Male,33
20478,Santiago Nacaltepec,6,25 to 29 years,2,Female,47
20478,Santiago Nacaltepec,7,30 to 34 years,1,Male,40
20478,Santiago Nacaltepec,7,30 to 34 years,2,Female,57
20478,Santiago Nacaltepec,8,35 to 39 years,1,Male,45
20478,Santiago Nacaltepec,8,35 to 39 years,2,Female,56
20478,Santiago Nacaltepec,9,40 to 44 years,1,Male,45
20478,Santiago Nacaltepec,9,40 to 44 years,2,Female,50
20478,Santiago Nacaltepec,10,45 to 49 years,1,Male,42
20478,Santiago Nacaltepec,10,45 to 49 years,2,Female,49
20478,Santiago Nacaltepec,11,50 to 54 years,1,Male,38
20478,Santiago Nacaltepec,11,50 to 54 years,2,Female,52
20478,Santiago Nacaltepec,12,55 to 59 years,1,Male,44
20478,Santiago Nacaltepec,12,55 to 59 years,2,Female,56
20478,Santiago Nacaltepec,13,60 to 64 years,1,Male,54
20478,Santiago Nacaltepec,13,60 to 64 years,2,Female,56
20478,Santiago Nacaltepec,14,65 or more years,1,Male,221
20478,Santiago Nacaltepec,14,65 or more years,2,Female,245
20479,Santiago Nejapilla,1,0 to 4 years,1,Male,3
20479,Santiago Nejapilla,1,0 to 4 years,2,Female,5
20479,Santiago Nejapilla,2,5 to 9 years,1,Male,5
20479,Santiago Nejapilla,2,5 to 9 years,2,Female,4
20479,Santiago Nejapilla,3,10 to 14 years,1,Male,6
20479,Santiago Nejapilla,3,10 to 14 years,2,Female,4
20479,Santiago Nejapilla,4,15 to 19 years,1,Male,5
20479,Santiago Nejapilla,4,15 to 19 years,2,Female,4
20479,Santiago Nejapilla,5,20 to 24 years,1,Male,5
20479,Santiago Nejapilla,5,20 to 24 years,2,Female,5
20479,Santiago Nejapilla,6,25 to 29 years,1,Male,7
20479,Santiago Nejapilla,6,25 to 29 years,2,Female,6
20479,Santiago Nejapilla,7,30 to 34 years,1,Male,10
20479,Santiago Nejapilla,7,30 to 34 years,2,Female,6
20479,Santiago Nejapilla,8,35 to 39 years,1,Male,11
20479,Santiago Nejapilla,8,35 to 39 years,2,Female,5
20479,Santiago Nejapilla,9,40 to 44 years,1,Male,9
20479,Santiago Nejapilla,9,40 to 44 years,2,Female,4
20479,Santiago Nejapilla,10,45 to 49 years,1,Male,7
20479,Santiago Nejapilla,10,45 to 49 years,2,Female,5
20479,Santiago Nejapilla,11,50 to 54 years,1,Male,4
20479,Santiago Nejapilla,11,50 to 54 years,2,Female,5
20479,Santiago Nejapilla,12,55 to 59 years,1,Male,3
20479,Santiago Nejapilla,12,55 to 59 years,2,Female,5
20479,Santiago Nejapilla,13,60 to 64 years,1,Male,4
20479,Santiago Nejapilla,13,60 to 64 years,2,Female,6
20479,Santiago Nejapilla,14,65 or more years,1,Male,34
20479,Santiago Nejapilla,14,65 or more years,2,Female,35
20480,Santiago Nundiche,1,0 to 4 years,1,Male,40
20480,Santiago Nundiche,1,0 to 4 years,2,Female,30
20480,Santiago Nundiche,2,5 to 9 years,1,Male,37
20480,Santiago Nundiche,2,5 to 9 years,2,Female,36
20480,Santiago Nundiche,3,10 to 14 years,1,Male,33
20480,Santiago Nundiche,3,10 to 14 years,2,Female,37
20480,Santiago Nundiche,4,15 to 19 years,1,Male,32
20480,Santiago Nundiche,4,15 to 19 years,2,Female,34
20480,Santiago Nundiche,5,20 to 24 years,1,Male,35
20480,Santiago Nundiche,5,20 to 24 years,2,Female,32
20480,Santiago Nundiche,6,25 to 29 years,1,Male,41
20480,Santiago Nundiche,6,25 to 29 years,2,Female,38
20480,Santiago Nundiche,7,30 to 34 years,1,Male,39
20480,Santiago Nundiche,7,30 to 34 years,2,Female,41
20480,Santiago Nundiche,8,35 to 39 years,1,Male,32
20480,Santiago Nundiche,8,35 to 39 years,2,Female,33
20480,Santiago Nundiche,9,40 to 44 years,1,Male,21
20480,Santiago Nundiche,9,40 to 44 years,2,Female,23
20480,Santiago Nundiche,10,45 to 49 years,1,Male,14
20480,Santiago Nundiche,10,45 to 49 years,2,Female,19
20480,Santiago Nundiche,11,50 to 54 years,1,Male,15
20480,Santiago Nundiche,11,50 to 54 years,2,Female,19
20480,Santiago Nundiche,12,55 to 59 years,1,Male,21
20480,Santiago Nundiche,12,55 to 59 years,2,Female,23
20480,Santiago Nundiche,13,60 to 64 years,1,Male,25
20480,Santiago Nundiche,13,60 to 64 years,2,Female,29
20480,Santiago Nundiche,14,65 or more years,1,Male,67
20480,Santiago Nundiche,14,65 or more years,2,Female,105
20481,Santiago Nuyoó,1,0 to 4 years,1,Male,54
20481,Santiago Nuyoó,1,0 to 4 years,2,Female,62
20481,Santiago Nuyoó,2,5 to 9 years,1,Male,69
20481,Santiago Nuyoó,2,5 to 9 years,2,Female,61
20481,Santiago Nuyoó,3,10 to 14 years,1,Male,70
20481,Santiago Nuyoó,3,10 to 14 years,2,Female,62
20481,Santiago Nuyoó,4,15 to 19 years,1,Male,69
20481,Santiago Nuyoó,4,15 to 19 years,2,Female,67
20481,Santiago Nuyoó,5,20 to 24 years,1,Male,60
20481,Santiago Nuyoó,5,20 to 24 years,2,Female,60
20481,Santiago Nuyoó,6,25 to 29 years,1,Male,58
20481,Santiago Nuyoó,6,25 to 29 years,2,Female,56
20481,Santiago Nuyoó,7,30 to 34 years,1,Male,57
20481,Santiago Nuyoó,7,30 to 34 years,2,Female,58
20481,Santiago Nuyoó,8,35 to 39 years,1,Male,50
20481,Santiago Nuyoó,8,35 to 39 years,2,Female,58
20481,Santiago Nuyoó,9,40 to 44 years,1,Male,47
20481,Santiago Nuyoó,9,40 to 44 years,2,Female,55
20481,Santiago Nuyoó,10,45 to 49 years,1,Male,46
20481,Santiago Nuyoó,10,45 to 49 years,2,Female,50
20481,Santiago Nuyoó,11,50 to 54 years,1,Male,45
20481,Santiago Nuyoó,11,50 to 54 years,2,Female,47
20481,Santiago Nuyoó,12,55 to 59 years,1,Male,46
20481,Santiago Nuyoó,12,55 to 59 years,2,Female,53
20481,Santiago Nuyoó,13,60 to 64 years,1,Male,44
20481,Santiago Nuyoó,13,60 to 64 years,2,Female,60
20481,Santiago Nuyoó,14,65 or more years,1,Male,134
20481,Santiago Nuyoó,14,65 or more years,2,Female,188
20482,Santiago Pinotepa Nacional,1,0 to 4 years,1,Male,2597
20482,Santiago Pinotepa Nacional,1,0 to 4 years,2,Female,2449
20482,Santiago Pinotepa Nacional,2,5 to 9 years,1,Male,2553
20482,Santiago Pinotepa Nacional,2,5 to 9 years,2,Female,2458
20482,Santiago Pinotepa Nacional,3,10 to 14 years,1,Male,2719
20482,Santiago Pinotepa Nacional,3,10 to 14 years,2,Female,2576
20482,Santiago Pinotepa Nacional,4,15 to 19 years,1,Male,2802
20482,Santiago Pinotepa Nacional,4,15 to 19 years,2,Female,2699
20482,Santiago Pinotepa Nacional,5,20 to 24 years,1,Male,2595
20482,Santiago Pinotepa Nacional,5,20 to 24 years,2,Female,2549
20482,Santiago Pinotepa Nacional,6,25 to 29 years,1,Male,2321
20482,Santiago Pinotepa Nacional,6,25 to 29 years,2,Female,2345
20482,Santiago Pinotepa Nacional,7,30 to 34 years,1,Male,2005
20482,Santiago Pinotepa Nacional,7,30 to 34 years,2,Female,2152
20482,Santiago Pinotepa Nacional,8,35 to 39 years,1,Male,1732
20482,Santiago Pinotepa Nacional,8,35 to 39 years,2,Female,1962
20482,Santiago Pinotepa Nacional,9,40 to 44 years,1,Male,1526
20482,Santiago Pinotepa Nacional,9,40 to 44 years,2,Female,1781
20482,Santiago Pinotepa Nacional,10,45 to 49 years,1,Male,1416
20482,Santiago Pinotepa Nacional,10,45 to 49 years,2,Female,1624
20482,Santiago Pinotepa Nacional,11,50 to 54 years,1,Male,1265
20482,Santiago Pinotepa Nacional,11,50 to 54 years,2,Female,1431
20482,Santiago Pinotepa Nacional,12,55 to 59 years,1,Male,1079
20482,Santiago Pinotepa Nacional,12,55 to 59 years,2,Female,1245
20482,Santiago Pinotepa Nacional,13,60 to 64 years,1,Male,862
20482,Santiago Pinotepa Nacional,13,60 to 64 years,2,Female,1010
20482,Santiago Pinotepa Nacional,14,65 or more years,1,Male,1674
20482,Santiago Pinotepa Nacional,14,65 or more years,2,Female,2150
20483,Santiago Suchilquitongo,1,0 to 4 years,1,Male,483
20483,Santiago Suchilquitongo,1,0 to 4 years,2,Female,472
20483,Santiago Suchilquitongo,2,5 to 9 years,1,Male,466
20483,Santiago Suchilquitongo,2,5 to 9 years,2,Female,465
20483,Santiago Suchilquitongo,3,10 to 14 years,1,Male,451
20483,Santiago Suchilquitongo,3,10 to 14 years,2,Female,461
20483,Santiago Suchilquitongo,4,15 to 19 years,1,Male,463
20483,Santiago Suchilquitongo,4,15 to 19 years,2,Female,472
20483,Santiago Suchilquitongo,5,20 to 24 years,1,Male,506
20483,Santiago Suchilquitongo,5,20 to 24 years,2,Female,493
20483,Santiago Suchilquitongo,6,25 to 29 years,1,Male,512
20483,Santiago Suchilquitongo,6,25 to 29 years,2,Female,496
20483,Santiago Suchilquitongo,7,30 to 34 years,1,Male,427
20483,Santiago Suchilquitongo,7,30 to 34 years,2,Female,466
20483,Santiago Suchilquitongo,8,35 to 39 years,1,Male,358
20483,Santiago Suchilquitongo,8,35 to 39 years,2,Female,434
20483,Santiago Suchilquitongo,9,40 to 44 years,1,Male,314
20483,Santiago Suchilquitongo,9,40 to 44 years,2,Female,386
20483,Santiago Suchilquitongo,10,45 to 49 years,1,Male,290
20483,Santiago Suchilquitongo,10,45 to 49 years,2,Female,338
20483,Santiago Suchilquitongo,11,50 to 54 years,1,Male,258
20483,Santiago Suchilquitongo,11,50 to 54 years,2,Female,294
20483,Santiago Suchilquitongo,12,55 to 59 years,1,Male,214
20483,Santiago Suchilquitongo,12,55 to 59 years,2,Female,244
20483,Santiago Suchilquitongo,13,60 to 64 years,1,Male,165
20483,Santiago Suchilquitongo,13,60 to 64 years,2,Female,187
20483,Santiago Suchilquitongo,14,65 or more years,1,Male,408
20483,Santiago Suchilquitongo,14,65 or more years,2,Female,511
20484,Santiago Tamazola,1,0 to 4 years,1,Male,234
20484,Santiago Tamazola,1,0 to 4 years,2,Female,202
20484,Santiago Tamazola,2,5 to 9 years,1,Male,234
20484,Santiago Tamazola,2,5 to 9 years,2,Female,215
20484,Santiago Tamazola,3,10 to 14 years,1,Male,243
20484,Santiago Tamazola,3,10 to 14 years,2,Female,257
20484,Santiago Tamazola,4,15 to 19 years,1,Male,218
20484,Santiago Tamazola,4,15 to 19 years,2,Female,253
20484,Santiago Tamazola,5,20 to 24 years,1,Male,158
20484,Santiago Tamazola,5,20 to 24 years,2,Female,201
20484,Santiago Tamazola,6,25 to 29 years,1,Male,124
20484,Santiago Tamazola,6,25 to 29 years,2,Female,153
20484,Santiago Tamazola,7,30 to 34 years,1,Male,120
20484,Santiago Tamazola,7,30 to 34 years,2,Female,133
20484,Santiago Tamazola,8,35 to 39 years,1,Male,108
20484,Santiago Tamazola,8,35 to 39 years,2,Female,134
20484,Santiago Tamazola,9,40 to 44 years,1,Male,91
20484,Santiago Tamazola,9,40 to 44 years,2,Female,133
20484,Santiago Tamazola,10,45 to 49 years,1,Male,89
20484,Santiago Tamazola,10,45 to 49 years,2,Female,128
20484,Santiago Tamazola,11,50 to 54 years,1,Male,91
20484,Santiago Tamazola,11,50 to 54 years,2,Female,123
20484,Santiago Tamazola,12,55 to 59 years,1,Male,89
20484,Santiago Tamazola,12,55 to 59 years,2,Female,118
20484,Santiago Tamazola,13,60 to 64 years,1,Male,82
20484,Santiago Tamazola,13,60 to 64 years,2,Female,107
20484,Santiago Tamazola,14,65 or more years,1,Male,281
20484,Santiago Tamazola,14,65 or more years,2,Female,325
20485,Santiago Tapextla,1,0 to 4 years,1,Male,170
20485,Santiago Tapextla,1,0 to 4 years,2,Female,156
20485,Santiago Tapextla,2,5 to 9 years,1,Male,174
20485,Santiago Tapextla,2,5 to 9 years,2,Female,179
20485,Santiago Tapextla,3,10 to 14 years,1,Male,208
20485,Santiago Tapextla,3,10 to 14 years,2,Female,196
20485,Santiago Tapextla,4,15 to 19 years,1,Male,201
20485,Santiago Tapextla,4,15 to 19 years,2,Female,165
20485,Santiago Tapextla,5,20 to 24 years,1,Male,142
20485,Santiago Tapextla,5,20 to 24 years,2,Female,111
20485,Santiago Tapextla,6,25 to 29 years,1,Male,89
20485,Santiago Tapextla,6,25 to 29 years,2,Female,81
20485,Santiago Tapextla,7,30 to 34 years,1,Male,70
20485,Santiago Tapextla,7,30 to 34 years,2,Female,75
20485,Santiago Tapextla,8,35 to 39 years,1,Male,72
20485,Santiago Tapextla,8,35 to 39 years,2,Female,79
20485,Santiago Tapextla,9,40 to 44 years,1,Male,73
20485,Santiago Tapextla,9,40 to 44 years,2,Female,87
20485,Santiago Tapextla,10,45 to 49 years,1,Male,73
20485,Santiago Tapextla,10,45 to 49 years,2,Female,88
20485,Santiago Tapextla,11,50 to 54 years,1,Male,72
20485,Santiago Tapextla,11,50 to 54 years,2,Female,82
20485,Santiago Tapextla,12,55 to 59 years,1,Male,70
20485,Santiago Tapextla,12,55 to 59 years,2,Female,70
20485,Santiago Tapextla,13,60 to 64 years,1,Male,65
20485,Santiago Tapextla,13,60 to 64 years,2,Female,54
20485,Santiago Tapextla,14,65 or more years,1,Male,141
20485,Santiago Tapextla,14,65 or more years,2,Female,147
20486,Villa Tejúpam de la Unión,1,0 to 4 years,1,Male,104
20486,Villa Tejúpam de la Unión,1,0 to 4 years,2,Female,108
20486,Villa Tejúpam de la Unión,2,5 to 9 years,1,Male,118
20486,Villa Tejúpam de la Unión,2,5 to 9 years,2,Female,109
20486,Villa Tejúpam de la Unión,3,10 to 14 years,1,Male,117
20486,Villa Tejúpam de la Unión,3,10 to 14 years,2,Female,100
20486,Villa Tejúpam de la Unión,4,15 to 19 years,1,Male,111
20486,Villa Tejúpam de la Unión,4,15 to 19 years,2,Female,95
20486,Villa Tejúpam de la Unión,5,20 to 24 years,1,Male,99
20486,Villa Tejúpam de la Unión,5,20 to 24 years,2,Female,92
20486,Villa Tejúpam de la Unión,6,25 to 29 years,1,Male,93
20486,Villa Tejúpam de la Unión,6,25 to 29 years,2,Female,97
20486,Villa Tejúpam de la Unión,7,30 to 34 years,1,Male,83
20486,Villa Tejúpam de la Unión,7,30 to 34 years,2,Female,101
20486,Villa Tejúpam de la Unión,8,35 to 39 years,1,Male,72
20486,Villa Tejúpam de la Unión,8,35 to 39 years,2,Female,99
20486,Villa Tejúpam de la Unión,9,40 to 44 years,1,Male,67
20486,Villa Tejúpam de la Unión,9,40 to 44 years,2,Female,89
20486,Villa Tejúpam de la Unión,10,45 to 49 years,1,Male,68
20486,Villa Tejúpam de la Unión,10,45 to 49 years,2,Female,78
20486,Villa Tejúpam de la Unión,11,50 to 54 years,1,Male,66
20486,Villa Tejúpam de la Unión,11,50 to 54 years,2,Female,69
20486,Villa Tejúpam de la Unión,12,55 to 59 years,1,Male,58
20486,Villa Tejúpam de la Unión,12,55 to 59 years,2,Female,62
20486,Villa Tejúpam de la Unión,13,60 to 64 years,1,Male,50
20486,Villa Tejúpam de la Unión,13,60 to 64 years,2,Female,54
20486,Villa Tejúpam de la Unión,14,65 or more years,1,Male,138
20486,Villa Tejúpam de la Unión,14,65 or more years,2,Female,175
20487,Santiago Tenango,1,0 to 4 years,1,Male,88
20487,Santiago Tenango,1,0 to 4 years,2,Female,90
20487,Santiago Tenango,2,5 to 9 years,1,Male,107
20487,Santiago Tenango,2,5 to 9 years,2,Female,81
20487,Santiago Tenango,3,10 to 14 years,1,Male,102
20487,Santiago Tenango,3,10 to 14 years,2,Female,83
20487,Santiago Tenango,4,15 to 19 years,1,Male,97
20487,Santiago Tenango,4,15 to 19 years,2,Female,89
20487,Santiago Tenango,5,20 to 24 years,1,Male,95
20487,Santiago Tenango,5,20 to 24 years,2,Female,93
20487,Santiago Tenango,6,25 to 29 years,1,Male,95
20487,Santiago Tenango,6,25 to 29 years,2,Female,94
20487,Santiago Tenango,7,30 to 34 years,1,Male,85
20487,Santiago Tenango,7,30 to 34 years,2,Female,86
20487,Santiago Tenango,8,35 to 39 years,1,Male,69
20487,Santiago Tenango,8,35 to 39 years,2,Female,67
20487,Santiago Tenango,9,40 to 44 years,1,Male,55
20487,Santiago Tenango,9,40 to 44 years,2,Female,52
20487,Santiago Tenango,10,45 to 49 years,1,Male,49
20487,Santiago Tenango,10,45 to 49 years,2,Female,51
20487,Santiago Tenango,11,50 to 54 years,1,Male,44
20487,Santiago Tenango,11,50 to 54 years,2,Female,53
20487,Santiago Tenango,12,55 to 59 years,1,Male,35
20487,Santiago Tenango,12,55 to 59 years,2,Female,49
20487,Santiago Tenango,13,60 to 64 years,1,Male,27
20487,Santiago Tenango,13,60 to 64 years,2,Female,41
20487,Santiago Tenango,14,65 or more years,1,Male,118
20487,Santiago Tenango,14,65 or more years,2,Female,134
20488,Santiago Tepetlapa,1,0 to 4 years,1,Male,2
20488,Santiago Tepetlapa,1,0 to 4 years,2,Female,6
20488,Santiago Tepetlapa,2,5 to 9 years,1,Male,4
20488,Santiago Tepetlapa,2,5 to 9 years,2,Female,5
20488,Santiago Tepetlapa,3,10 to 14 years,1,Male,3
20488,Santiago Tepetlapa,3,10 to 14 years,2,Female,4
20488,Santiago Tepetlapa,4,15 to 19 years,1,Male,4
20488,Santiago Tepetlapa,4,15 to 19 years,2,Female,2
20488,Santiago Tepetlapa,5,20 to 24 years,1,Male,4
20488,Santiago Tepetlapa,5,20 to 24 years,2,Female,1
20488,Santiago Tepetlapa,6,25 to 29 years,1,Male,5
20488,Santiago Tepetlapa,6,25 to 29 years,2,Female,3
20488,Santiago Tepetlapa,7,30 to 34 years,1,Male,5
20488,Santiago Tepetlapa,7,30 to 34 years,2,Female,5
20488,Santiago Tepetlapa,8,35 to 39 years,1,Male,5
20488,Santiago Tepetlapa,8,35 to 39 years,2,Female,5
20488,Santiago Tepetlapa,9,40 to 44 years,1,Male,4
20488,Santiago Tepetlapa,9,40 to 44 years,2,Female,4
20488,Santiago Tepetlapa,10,45 to 49 years,1,Male,4
20488,Santiago Tepetlapa,10,45 to 49 years,2,Female,3
20488,Santiago Tepetlapa,11,50 to 54 years,1,Male,3
20488,Santiago Tepetlapa,11,50 to 54 years,2,Female,2
20488,Santiago Tepetlapa,12,55 to 59 years,1,Male,2
20488,Santiago Tepetlapa,12,55 to 59 years,2,Female,2
20488,Santiago Tepetlapa,13,60 to 64 years,1,Male,2
20488,Santiago Tepetlapa,13,60 to 64 years,2,Female,4
20488,Santiago Tepetlapa,14,65 or more years,1,Male,13
20488,Santiago Tepetlapa,14,65 or more years,2,Female,22
20489,Santiago Tetepec,1,0 to 4 years,1,Male,252
20489,Santiago Tetepec,1,0 to 4 years,2,Female,244
20489,Santiago Tetepec,2,5 to 9 years,1,Male,265
20489,Santiago Tetepec,2,5 to 9 years,2,Female,272
20489,Santiago Tetepec,3,10 to 14 years,1,Male,298
20489,Santiago Tetepec,3,10 to 14 years,2,Female,291
20489,Santiago Tetepec,4,15 to 19 years,1,Male,270
20489,Santiago Tetepec,4,15 to 19 years,2,Female,268
20489,Santiago Tetepec,5,20 to 24 years,1,Male,200
20489,Santiago Tetepec,5,20 to 24 years,2,Female,211
20489,Santiago Tetepec,6,25 to 29 years,1,Male,173
20489,Santiago Tetepec,6,25 to 29 years,2,Female,185
20489,Santiago Tetepec,7,30 to 34 years,1,Male,170
20489,Santiago Tetepec,7,30 to 34 years,2,Female,173
20489,Santiago Tetepec,8,35 to 39 years,1,Male,150
20489,Santiago Tetepec,8,35 to 39 years,2,Female,151
20489,Santiago Tetepec,9,40 to 44 years,1,Male,128
20489,Santiago Tetepec,9,40 to 44 years,2,Female,137
20489,Santiago Tetepec,10,45 to 49 years,1,Male,115
20489,Santiago Tetepec,10,45 to 49 years,2,Female,132
20489,Santiago Tetepec,11,50 to 54 years,1,Male,105
20489,Santiago Tetepec,11,50 to 54 years,2,Female,120
20489,Santiago Tetepec,12,55 to 59 years,1,Male,102
20489,Santiago Tetepec,12,55 to 59 years,2,Female,107
20489,Santiago Tetepec,13,60 to 64 years,1,Male,90
20489,Santiago Tetepec,13,60 to 64 years,2,Female,91
20489,Santiago Tetepec,14,65 or more years,1,Male,202
20489,Santiago Tetepec,14,65 or more years,2,Female,193
20490,Santiago Texcalcingo,1,0 to 4 years,1,Male,179
20490,Santiago Texcalcingo,1,0 to 4 years,2,Female,174
20490,Santiago Texcalcingo,2,5 to 9 years,1,Male,200
20490,Santiago Texcalcingo,2,5 to 9 years,2,Female,206
20490,Santiago Texcalcingo,3,10 to 14 years,1,Male,196
20490,Santiago Texcalcingo,3,10 to 14 years,2,Female,204
20490,Santiago Texcalcingo,4,15 to 19 years,1,Male,171
20490,Santiago Texcalcingo,4,15 to 19 years,2,Female,169
20490,Santiago Texcalcingo,5,20 to 24 years,1,Male,139
20490,Santiago Texcalcingo,5,20 to 24 years,2,Female,130
20490,Santiago Texcalcingo,6,25 to 29 years,1,Male,122
20490,Santiago Texcalcingo,6,25 to 29 years,2,Female,117
20490,Santiago Texcalcingo,7,30 to 34 years,1,Male,100
20490,Santiago Texcalcingo,7,30 to 34 years,2,Female,109
20490,Santiago Texcalcingo,8,35 to 39 years,1,Male,76
20490,Santiago Texcalcingo,8,35 to 39 years,2,Female,92
20490,Santiago Texcalcingo,9,40 to 44 years,1,Male,63
20490,Santiago Texcalcingo,9,40 to 44 years,2,Female,80
20490,Santiago Texcalcingo,10,45 to 49 years,1,Male,59
20490,Santiago Texcalcingo,10,45 to 49 years,2,Female,71
20490,Santiago Texcalcingo,11,50 to 54 years,1,Male,53
20490,Santiago Texcalcingo,11,50 to 54 years,2,Female,62
20490,Santiago Texcalcingo,12,55 to 59 years,1,Male,47
20490,Santiago Texcalcingo,12,55 to 59 years,2,Female,60
20490,Santiago Texcalcingo,13,60 to 64 years,1,Male,43
20490,Santiago Texcalcingo,13,60 to 64 years,2,Female,56
20490,Santiago Texcalcingo,14,65 or more years,1,Male,109
20490,Santiago Texcalcingo,14,65 or more years,2,Female,143
20491,Santiago Textitlán,1,0 to 4 years,1,Male,302
20491,Santiago Textitlán,1,0 to 4 years,2,Female,283
20491,Santiago Textitlán,2,5 to 9 years,1,Male,328
20491,Santiago Textitlán,2,5 to 9 years,2,Female,302
20491,Santiago Textitlán,3,10 to 14 years,1,Male,321
20491,Santiago Textitlán,3,10 to 14 years,2,Female,303
20491,Santiago Textitlán,4,15 to 19 years,1,Male,283
20491,Santiago Textitlán,4,15 to 19 years,2,Female,253
20491,Santiago Textitlán,5,20 to 24 years,1,Male,207
20491,Santiago Textitlán,5,20 to 24 years,2,Female,185
20491,Santiago Textitlán,6,25 to 29 years,1,Male,142
20491,Santiago Textitlán,6,25 to 29 years,2,Female,155
20491,Santiago Textitlán,7,30 to 34 years,1,Male,112
20491,Santiago Textitlán,7,30 to 34 years,2,Female,141
20491,Santiago Textitlán,8,35 to 39 years,1,Male,106
20491,Santiago Textitlán,8,35 to 39 years,2,Female,129
20491,Santiago Textitlán,9,40 to 44 years,1,Male,102
20491,Santiago Textitlán,9,40 to 44 years,2,Female,120
20491,Santiago Textitlán,10,45 to 49 years,1,Male,90
20491,Santiago Textitlán,10,45 to 49 years,2,Female,105
20491,Santiago Textitlán,11,50 to 54 years,1,Male,68
20491,Santiago Textitlán,11,50 to 54 years,2,Female,80
20491,Santiago Textitlán,12,55 to 59 years,1,Male,54
20491,Santiago Textitlán,12,55 to 59 years,2,Female,63
20491,Santiago Textitlán,13,60 to 64 years,1,Male,49
