Municipality ID,Municipality,Population Age Range ID,Population Age Range,Sex ID,Sex,Projected Population
20491,Santiago Textitlán,13,60 to 64 years,2,Female,54
20491,Santiago Textitlán,14,65 or more years,1,Male,124
20491,Santiago Textitlán,14,65 or more years,2,Female,126
20492,Santiago Tilantongo,1,0 to 4 years,1,Male,120
20492,Santiago Tilantongo,1,0 to 4 years,2,Female,121
20492,Santiago Tilantongo,2,5 to 9 years,1,Male,132
20492,Santiago Tilantongo,2,5 to 9 years,2,Female,133
20492,Santiago Tilantongo,3,10 to 14 years,1,Male,140
20492,Santiago Tilantongo,3,10 to 14 years,2,Female,135
20492,Santiago Tilantongo,4,15 to 19 years,1,Male,131
20492,Santiago Tilantongo,4,15 to 19 years,2,Female,127
20492,Santiago Tilantongo,5,20 to 24 years,1,Male,94
20492,Santiago Tilantongo,5,20 to 24 years,2,Female,111
20492,Santiago Tilantongo,6,25 to 29 years,1,Male,70
20492,Santiago Tilantongo,6,25 to 29 years,2,Female,106
20492,Santiago Tilantongo,7,30 to 34 years,1,Male,76
20492,Santiago Tilantongo,7,30 to 34 years,2,Female,95
20492,Santiago Tilantongo,8,35 to 39 years,1,Male,77
20492,Santiago Tilantongo,8,35 to 39 years,2,Female,81
20492,Santiago Tilantongo,9,40 to 44 years,1,Male,68
20492,Santiago Tilantongo,9,40 to 44 years,2,Female,78
20492,Santiago Tilantongo,10,45 to 49 years,1,Male,59
20492,Santiago Tilantongo,10,45 to 49 years,2,Female,77
20492,Santiago Tilantongo,11,50 to 54 years,1,Male,54
20492,Santiago Tilantongo,11,50 to 54 years,2,Female,75
20492,Santiago Tilantongo,12,55 to 59 years,1,Male,57
20492,Santiago Tilantongo,12,55 to 59 years,2,Female,78
20492,Santiago Tilantongo,13,60 to 64 years,1,Male,67
20492,Santiago Tilantongo,13,60 to 64 years,2,Female,85
20492,Santiago Tilantongo,14,65 or more years,1,Male,239
20492,Santiago Tilantongo,14,65 or more years,2,Female,322
20493,Santiago Tillo,1,0 to 4 years,1,Male,19
20493,Santiago Tillo,1,0 to 4 years,2,Female,17
20493,Santiago Tillo,2,5 to 9 years,1,Male,15
20493,Santiago Tillo,2,5 to 9 years,2,Female,19
20493,Santiago Tillo,3,10 to 14 years,1,Male,19
20493,Santiago Tillo,3,10 to 14 years,2,Female,19
20493,Santiago Tillo,4,15 to 19 years,1,Male,22
20493,Santiago Tillo,4,15 to 19 years,2,Female,21
20493,Santiago Tillo,5,20 to 24 years,1,Male,22
20493,Santiago Tillo,5,20 to 24 years,2,Female,21
20493,Santiago Tillo,6,25 to 29 years,1,Male,19
20493,Santiago Tillo,6,25 to 29 years,2,Female,21
20493,Santiago Tillo,7,30 to 34 years,1,Male,15
20493,Santiago Tillo,7,30 to 34 years,2,Female,21
20493,Santiago Tillo,8,35 to 39 years,1,Male,14
20493,Santiago Tillo,8,35 to 39 years,2,Female,20
20493,Santiago Tillo,9,40 to 44 years,1,Male,16
20493,Santiago Tillo,9,40 to 44 years,2,Female,19
20493,Santiago Tillo,10,45 to 49 years,1,Male,16
20493,Santiago Tillo,10,45 to 49 years,2,Female,17
20493,Santiago Tillo,11,50 to 54 years,1,Male,13
20493,Santiago Tillo,11,50 to 54 years,2,Female,17
20493,Santiago Tillo,12,55 to 59 years,1,Male,11
20493,Santiago Tillo,12,55 to 59 years,2,Female,17
20493,Santiago Tillo,13,60 to 64 years,1,Male,12
20493,Santiago Tillo,13,60 to 64 years,2,Female,16
20493,Santiago Tillo,14,65 or more years,1,Male,51
20493,Santiago Tillo,14,65 or more years,2,Female,57
20494,Santiago Tlazoyaltepec,1,0 to 4 years,1,Male,261
20494,Santiago Tlazoyaltepec,1,0 to 4 years,2,Female,253
20494,Santiago Tlazoyaltepec,2,5 to 9 years,1,Male,290
20494,Santiago Tlazoyaltepec,2,5 to 9 years,2,Female,274
20494,Santiago Tlazoyaltepec,3,10 to 14 years,1,Male,293
20494,Santiago Tlazoyaltepec,3,10 to 14 years,2,Female,294
20494,Santiago Tlazoyaltepec,4,15 to 19 years,1,Male,249
20494,Santiago Tlazoyaltepec,4,15 to 19 years,2,Female,283
20494,Santiago Tlazoyaltepec,5,20 to 24 years,1,Male,175
20494,Santiago Tlazoyaltepec,5,20 to 24 years,2,Female,235
20494,Santiago Tlazoyaltepec,6,25 to 29 years,1,Male,136
20494,Santiago Tlazoyaltepec,6,25 to 29 years,2,Female,191
20494,Santiago Tlazoyaltepec,7,30 to 34 years,1,Male,122
20494,Santiago Tlazoyaltepec,7,30 to 34 years,2,Female,155
20494,Santiago Tlazoyaltepec,8,35 to 39 years,1,Male,106
20494,Santiago Tlazoyaltepec,8,35 to 39 years,2,Female,131
20494,Santiago Tlazoyaltepec,9,40 to 44 years,1,Male,100
20494,Santiago Tlazoyaltepec,9,40 to 44 years,2,Female,126
20494,Santiago Tlazoyaltepec,10,45 to 49 years,1,Male,102
20494,Santiago Tlazoyaltepec,10,45 to 49 years,2,Female,128
20494,Santiago Tlazoyaltepec,11,50 to 54 years,1,Male,94
20494,Santiago Tlazoyaltepec,11,50 to 54 years,2,Female,115
20494,Santiago Tlazoyaltepec,12,55 to 59 years,1,Male,83
20494,Santiago Tlazoyaltepec,12,55 to 59 years,2,Female,102
20494,Santiago Tlazoyaltepec,13,60 to 64 years,1,Male,71
20494,Santiago Tlazoyaltepec,13,60 to 64 years,2,Female,99
20494,Santiago Tlazoyaltepec,14,65 or more years,1,Male,163
20494,Santiago Tlazoyaltepec,14,65 or more years,2,Female,295
20495,Santiago Xanica,1,0 to 4 years,1,Male,184
20495,Santiago Xanica,1,0 to 4 years,2,Female,182
20495,Santiago Xanica,2,5 to 9 years,1,Male,189
20495,Santiago Xanica,2,5 to 9 years,2,Female,170
20495,Santiago Xanica,3,10 to 14 years,1,Male,181
20495,Santiago Xanica,3,10 to 14 years,2,Female,165
20495,Santiago Xanica,4,15 to 19 years,1,Male,159
20495,Santiago Xanica,4,15 to 19 years,2,Female,149
20495,Santiago Xanica,5,20 to 24 years,1,Male,133
20495,Santiago Xanica,5,20 to 24 years,2,Female,133
20495,Santiago Xanica,6,25 to 29 years,1,Male,123
20495,Santiago Xanica,6,25 to 29 years,2,Female,126
20495,Santiago Xanica,7,30 to 34 years,1,Male,107
20495,Santiago Xanica,7,30 to 34 years,2,Female,106
20495,Santiago Xanica,8,35 to 39 years,1,Male,81
20495,Santiago Xanica,8,35 to 39 years,2,Female,81
20495,Santiago Xanica,9,40 to 44 years,1,Male,64
20495,Santiago Xanica,9,40 to 44 years,2,Female,72
20495,Santiago Xanica,10,45 to 49 years,1,Male,62
20495,Santiago Xanica,10,45 to 49 years,2,Female,74
20495,Santiago Xanica,11,50 to 54 years,1,Male,61
20495,Santiago Xanica,11,50 to 54 years,2,Female,70
20495,Santiago Xanica,12,55 to 59 years,1,Male,58
20495,Santiago Xanica,12,55 to 59 years,2,Female,64
20495,Santiago Xanica,13,60 to 64 years,1,Male,55
20495,Santiago Xanica,13,60 to 64 years,2,Female,56
20495,Santiago Xanica,14,65 or more years,1,Male,107
20495,Santiago Xanica,14,65 or more years,2,Female,107
20496,Santiago Xiacuí,1,0 to 4 years,1,Male,88
20496,Santiago Xiacuí,1,0 to 4 years,2,Female,79
20496,Santiago Xiacuí,2,5 to 9 years,1,Male,86
20496,Santiago Xiacuí,2,5 to 9 years,2,Female,82
20496,Santiago Xiacuí,3,10 to 14 years,1,Male,86
20496,Santiago Xiacuí,3,10 to 14 years,2,Female,84
20496,Santiago Xiacuí,4,15 to 19 years,1,Male,83
20496,Santiago Xiacuí,4,15 to 19 years,2,Female,86
20496,Santiago Xiacuí,5,20 to 24 years,1,Male,85
20496,Santiago Xiacuí,5,20 to 24 years,2,Female,88
20496,Santiago Xiacuí,6,25 to 29 years,1,Male,88
20496,Santiago Xiacuí,6,25 to 29 years,2,Female,92
20496,Santiago Xiacuí,7,30 to 34 years,1,Male,78
20496,Santiago Xiacuí,7,30 to 34 years,2,Female,87
20496,Santiago Xiacuí,8,35 to 39 years,1,Male,62
20496,Santiago Xiacuí,8,35 to 39 years,2,Female,82
20496,Santiago Xiacuí,9,40 to 44 years,1,Male,56
20496,Santiago Xiacuí,9,40 to 44 years,2,Female,78
20496,Santiago Xiacuí,10,45 to 49 years,1,Male,59
20496,Santiago Xiacuí,10,45 to 49 years,2,Female,73
20496,Santiago Xiacuí,11,50 to 54 years,1,Male,57
20496,Santiago Xiacuí,11,50 to 54 years,2,Female,61
20496,Santiago Xiacuí,12,55 to 59 years,1,Male,48
20496,Santiago Xiacuí,12,55 to 59 years,2,Female,51
20496,Santiago Xiacuí,13,60 to 64 years,1,Male,44
20496,Santiago Xiacuí,13,60 to 64 years,2,Female,45
20496,Santiago Xiacuí,14,65 or more years,1,Male,115
20496,Santiago Xiacuí,14,65 or more years,2,Female,149
20497,Santiago Yaitepec,1,0 to 4 years,1,Male,242
20497,Santiago Yaitepec,1,0 to 4 years,2,Female,239
20497,Santiago Yaitepec,2,5 to 9 years,1,Male,304
20497,Santiago Yaitepec,2,5 to 9 years,2,Female,276
20497,Santiago Yaitepec,3,10 to 14 years,1,Male,293
20497,Santiago Yaitepec,3,10 to 14 years,2,Female,288
20497,Santiago Yaitepec,4,15 to 19 years,1,Male,218
20497,Santiago Yaitepec,4,15 to 19 years,2,Female,256
20497,Santiago Yaitepec,5,20 to 24 years,1,Male,143
20497,Santiago Yaitepec,5,20 to 24 years,2,Female,205
20497,Santiago Yaitepec,6,25 to 29 years,1,Male,127
20497,Santiago Yaitepec,6,25 to 29 years,2,Female,175
20497,Santiago Yaitepec,7,30 to 34 years,1,Male,116
20497,Santiago Yaitepec,7,30 to 34 years,2,Female,158
20497,Santiago Yaitepec,8,35 to 39 years,1,Male,97
20497,Santiago Yaitepec,8,35 to 39 years,2,Female,143
20497,Santiago Yaitepec,9,40 to 44 years,1,Male,89
20497,Santiago Yaitepec,9,40 to 44 years,2,Female,136
20497,Santiago Yaitepec,10,45 to 49 years,1,Male,91
20497,Santiago Yaitepec,10,45 to 49 years,2,Female,124
20497,Santiago Yaitepec,11,50 to 54 years,1,Male,88
20497,Santiago Yaitepec,11,50 to 54 years,2,Female,99
20497,Santiago Yaitepec,12,55 to 59 years,1,Male,79
20497,Santiago Yaitepec,12,55 to 59 years,2,Female,82
20497,Santiago Yaitepec,13,60 to 64 years,1,Male,65
20497,Santiago Yaitepec,13,60 to 64 years,2,Female,74
20497,Santiago Yaitepec,14,65 or more years,1,Male,112
20497,Santiago Yaitepec,14,65 or more years,2,Female,176
20498,Santiago Yaveo,1,0 to 4 years,1,Male,363
20498,Santiago Yaveo,1,0 to 4 years,2,Female,319
20498,Santiago Yaveo,2,5 to 9 years,1,Male,330
20498,Santiago Yaveo,2,5 to 9 years,2,Female,333
20498,Santiago Yaveo,3,10 to 14 years,1,Male,342
20498,Santiago Yaveo,3,10 to 14 years,2,Female,348
20498,Santiago Yaveo,4,15 to 19 years,1,Male,343
20498,Santiago Yaveo,4,15 to 19 years,2,Female,331
20498,Santiago Yaveo,5,20 to 24 years,1,Male,309
20498,Santiago Yaveo,5,20 to 24 years,2,Female,287
20498,Santiago Yaveo,6,25 to 29 years,1,Male,279
20498,Santiago Yaveo,6,25 to 29 years,2,Female,258
20498,Santiago Yaveo,7,30 to 34 years,1,Male,246
20498,Santiago Yaveo,7,30 to 34 years,2,Female,246
20498,Santiago Yaveo,8,35 to 39 years,1,Male,212
20498,Santiago Yaveo,8,35 to 39 years,2,Female,235
20498,Santiago Yaveo,9,40 to 44 years,1,Male,193
20498,Santiago Yaveo,9,40 to 44 years,2,Female,221
20498,Santiago Yaveo,10,45 to 49 years,1,Male,192
20498,Santiago Yaveo,10,45 to 49 years,2,Female,205
20498,Santiago Yaveo,11,50 to 54 years,1,Male,172
20498,Santiago Yaveo,11,50 to 54 years,2,Female,171
20498,Santiago Yaveo,12,55 to 59 years,1,Male,143
20498,Santiago Yaveo,12,55 to 59 years,2,Female,144
20498,Santiago Yaveo,13,60 to 64 years,1,Male,129
20498,Santiago Yaveo,13,60 to 64 years,2,Female,136
20498,Santiago Yaveo,14,65 or more years,1,Male,335
20498,Santiago Yaveo,14,65 or more years,2,Female,335
20499,Santiago Yolomécatl,1,0 to 4 years,1,Male,92
20499,Santiago Yolomécatl,1,0 to 4 years,2,Female,98
20499,Santiago Yolomécatl,2,5 to 9 years,1,Male,95
20499,Santiago Yolomécatl,2,5 to 9 years,2,Female,89
20499,Santiago Yolomécatl,3,10 to 14 years,1,Male,91
20499,Santiago Yolomécatl,3,10 to 14 years,2,Female,95
20499,Santiago Yolomécatl,4,15 to 19 years,1,Male,81
20499,Santiago Yolomécatl,4,15 to 19 years,2,Female,89
20499,Santiago Yolomécatl,5,20 to 24 years,1,Male,72
20499,Santiago Yolomécatl,5,20 to 24 years,2,Female,83
20499,Santiago Yolomécatl,6,25 to 29 years,1,Male,76
20499,Santiago Yolomécatl,6,25 to 29 years,2,Female,89
20499,Santiago Yolomécatl,7,30 to 34 years,1,Male,76
20499,Santiago Yolomécatl,7,30 to 34 years,2,Female,96
20499,Santiago Yolomécatl,8,35 to 39 years,1,Male,66
20499,Santiago Yolomécatl,8,35 to 39 years,2,Female,93
20499,Santiago Yolomécatl,9,40 to 44 years,1,Male,59
20499,Santiago Yolomécatl,9,40 to 44 years,2,Female,81
20499,Santiago Yolomécatl,10,45 to 49 years,1,Male,56
20499,Santiago Yolomécatl,10,45 to 49 years,2,Female,69
20499,Santiago Yolomécatl,11,50 to 54 years,1,Male,51
20499,Santiago Yolomécatl,11,50 to 54 years,2,Female,63
20499,Santiago Yolomécatl,12,55 to 59 years,1,Male,45
20499,Santiago Yolomécatl,12,55 to 59 years,2,Female,59
20499,Santiago Yolomécatl,13,60 to 64 years,1,Male,39
20499,Santiago Yolomécatl,13,60 to 64 years,2,Female,50
20499,Santiago Yolomécatl,14,65 or more years,1,Male,123
20499,Santiago Yolomécatl,14,65 or more years,2,Female,146
20500,Santiago Yosondúa,1,0 to 4 years,1,Male,396
20500,Santiago Yosondúa,1,0 to 4 years,2,Female,428
20500,Santiago Yosondúa,2,5 to 9 years,1,Male,416
20500,Santiago Yosondúa,2,5 to 9 years,2,Female,413
20500,Santiago Yosondúa,3,10 to 14 years,1,Male,414
20500,Santiago Yosondúa,3,10 to 14 years,2,Female,410
20500,Santiago Yosondúa,4,15 to 19 years,1,Male,358
20500,Santiago Yosondúa,4,15 to 19 years,2,Female,383
20500,Santiago Yosondúa,5,20 to 24 years,1,Male,295
20500,Santiago Yosondúa,5,20 to 24 years,2,Female,333
20500,Santiago Yosondúa,6,25 to 29 years,1,Male,292
20500,Santiago Yosondúa,6,25 to 29 years,2,Female,305
20500,Santiago Yosondúa,7,30 to 34 years,1,Male,287
20500,Santiago Yosondúa,7,30 to 34 years,2,Female,287
20500,Santiago Yosondúa,8,35 to 39 years,1,Male,258
20500,Santiago Yosondúa,8,35 to 39 years,2,Female,260
20500,Santiago Yosondúa,9,40 to 44 years,1,Male,229
20500,Santiago Yosondúa,9,40 to 44 years,2,Female,235
20500,Santiago Yosondúa,10,45 to 49 years,1,Male,197
20500,Santiago Yosondúa,10,45 to 49 years,2,Female,229
20500,Santiago Yosondúa,11,50 to 54 years,1,Male,168
20500,Santiago Yosondúa,11,50 to 54 years,2,Female,224
20500,Santiago Yosondúa,12,55 to 59 years,1,Male,162
20500,Santiago Yosondúa,12,55 to 59 years,2,Female,221
20500,Santiago Yosondúa,13,60 to 64 years,1,Male,161
20500,Santiago Yosondúa,13,60 to 64 years,2,Female,220
20500,Santiago Yosondúa,14,65 or more years,1,Male,487
20500,Santiago Yosondúa,14,65 or more years,2,Female,674
20501,Santiago Yucuyachi,1,0 to 4 years,1,Male,36
20501,Santiago Yucuyachi,1,0 to 4 years,2,Female,26
20501,Santiago Yucuyachi,2,5 to 9 years,1,Male,39
20501,Santiago Yucuyachi,2,5 to 9 years,2,Female,29
20501,Santiago Yucuyachi,3,10 to 14 years,1,Male,42
20501,Santiago Yucuyachi,3,10 to 14 years,2,Female,32
20501,Santiago Yucuyachi,4,15 to 19 years,1,Male,38
20501,Santiago Yucuyachi,4,15 to 19 years,2,Female,34
20501,Santiago Yucuyachi,5,20 to 24 years,1,Male,28
20501,Santiago Yucuyachi,5,20 to 24 years,2,Female,34
20501,Santiago Yucuyachi,6,25 to 29 years,1,Male,26
20501,Santiago Yucuyachi,6,25 to 29 years,2,Female,35
20501,Santiago Yucuyachi,7,30 to 34 years,1,Male,24
20501,Santiago Yucuyachi,7,30 to 34 years,2,Female,29
20501,Santiago Yucuyachi,8,35 to 39 years,1,Male,18
20501,Santiago Yucuyachi,8,35 to 39 years,2,Female,20
20501,Santiago Yucuyachi,9,40 to 44 years,1,Male,14
20501,Santiago Yucuyachi,9,40 to 44 years,2,Female,17
20501,Santiago Yucuyachi,10,45 to 49 years,1,Male,15
20501,Santiago Yucuyachi,10,45 to 49 years,2,Female,20
20501,Santiago Yucuyachi,11,50 to 54 years,1,Male,20
20501,Santiago Yucuyachi,11,50 to 54 years,2,Female,24
20501,Santiago Yucuyachi,12,55 to 59 years,1,Male,23
20501,Santiago Yucuyachi,12,55 to 59 years,2,Female,30
20501,Santiago Yucuyachi,13,60 to 64 years,1,Male,26
20501,Santiago Yucuyachi,13,60 to 64 years,2,Female,36
20501,Santiago Yucuyachi,14,65 or more years,1,Male,107
20501,Santiago Yucuyachi,14,65 or more years,2,Female,131
20502,Santiago Zacatepec,1,0 to 4 years,1,Male,229
20502,Santiago Zacatepec,1,0 to 4 years,2,Female,234
20502,Santiago Zacatepec,2,5 to 9 years,1,Male,289
20502,Santiago Zacatepec,2,5 to 9 years,2,Female,273
20502,Santiago Zacatepec,3,10 to 14 years,1,Male,338
20502,Santiago Zacatepec,3,10 to 14 years,2,Female,308
20502,Santiago Zacatepec,4,15 to 19 years,1,Male,295
20502,Santiago Zacatepec,4,15 to 19 years,2,Female,255
20502,Santiago Zacatepec,5,20 to 24 years,1,Male,204
20502,Santiago Zacatepec,5,20 to 24 years,2,Female,170
20502,Santiago Zacatepec,6,25 to 29 years,1,Male,164
20502,Santiago Zacatepec,6,25 to 29 years,2,Female,155
20502,Santiago Zacatepec,7,30 to 34 years,1,Male,155
20502,Santiago Zacatepec,7,30 to 34 years,2,Female,167
20502,Santiago Zacatepec,8,35 to 39 years,1,Male,144
20502,Santiago Zacatepec,8,35 to 39 years,2,Female,165
20502,Santiago Zacatepec,9,40 to 44 years,1,Male,145
20502,Santiago Zacatepec,9,40 to 44 years,2,Female,162
20502,Santiago Zacatepec,10,45 to 49 years,1,Male,144
20502,Santiago Zacatepec,10,45 to 49 years,2,Female,155
20502,Santiago Zacatepec,11,50 to 54 years,1,Male,125
20502,Santiago Zacatepec,11,50 to 54 years,2,Female,139
20502,Santiago Zacatepec,12,55 to 59 years,1,Male,112
20502,Santiago Zacatepec,12,55 to 59 years,2,Female,129
20502,Santiago Zacatepec,13,60 to 64 years,1,Male,106
20502,Santiago Zacatepec,13,60 to 64 years,2,Female,126
20502,Santiago Zacatepec,14,65 or more years,1,Male,254
20502,Santiago Zacatepec,14,65 or more years,2,Female,348
20503,Santiago Zoochila,1,0 to 4 years,1,Male,15
20503,Santiago Zoochila,1,0 to 4 years,2,Female,12
20503,Santiago Zoochila,2,5 to 9 years,1,Male,14
20503,Santiago Zoochila,2,5 to 9 years,2,Female,13
20503,Santiago Zoochila,3,10 to 14 years,1,Male,14
20503,Santiago Zoochila,3,10 to 14 years,2,Female,17
20503,Santiago Zoochila,4,15 to 19 years,1,Male,13
20503,Santiago Zoochila,4,15 to 19 years,2,Female,15
20503,Santiago Zoochila,5,20 to 24 years,1,Male,12
20503,Santiago Zoochila,5,20 to 24 years,2,Female,12
20503,Santiago Zoochila,6,25 to 29 years,1,Male,12
20503,Santiago Zoochila,6,25 to 29 years,2,Female,14
20503,Santiago Zoochila,7,30 to 34 years,1,Male,14
20503,Santiago Zoochila,7,30 to 34 years,2,Female,16
20503,Santiago Zoochila,8,35 to 39 years,1,Male,15
20503,Santiago Zoochila,8,35 to 39 years,2,Female,14
20503,Santiago Zoochila,9,40 to 44 years,1,Male,14
20503,Santiago Zoochila,9,40 to 44 years,2,Female,13
20503,Santiago Zoochila,10,45 to 49 years,1,Male,10
20503,Santiago Zoochila,10,45 to 49 years,2,Female,11
20503,Santiago Zoochila,11,50 to 54 years,1,Male,8
20503,Santiago Zoochila,11,50 to 54 years,2,Female,11
20503,Santiago Zoochila,12,55 to 59 years,1,Male,8
20503,Santiago Zoochila,12,55 to 59 years,2,Female,13
20503,Santiago Zoochila,13,60 to 64 years,1,Male,8
20503,Santiago Zoochila,13,60 to 64 years,2,Female,13
20503,Santiago Zoochila,14,65 or more years,1,Male,33
20503,Santiago Zoochila,14,65 or more years,2,Female,39
20504,Nuevo Zoquiápam,1,0 to 4 years,1,Male,86
20504,Nuevo Zoquiápam,1,0 to 4 years,2,Female,81
20504,Nuevo Zoquiápam,2,5 to 9 years,1,Male,83
20504,Nuevo Zoquiápam,2,5 to 9 years,2,Female,75
20504,Nuevo Zoquiápam,3,10 to 14 years,1,Male,99
20504,Nuevo Zoquiápam,3,10 to 14 years,2,Female,85
20504,Nuevo Zoquiápam,4,15 to 19 years,1,Male,92
20504,Nuevo Zoquiápam,4,15 to 19 years,2,Female,92
20504,Nuevo Zoquiápam,5,20 to 24 years,1,Male,66
20504,Nuevo Zoquiápam,5,20 to 24 years,2,Female,81
20504,Nuevo Zoquiápam,6,25 to 29 years,1,Male,48
20504,Nuevo Zoquiápam,6,25 to 29 years,2,Female,63
20504,Nuevo Zoquiápam,7,30 to 34 years,1,Male,44
20504,Nuevo Zoquiápam,7,30 to 34 years,2,Female,57
20504,Nuevo Zoquiápam,8,35 to 39 years,1,Male,44
20504,Nuevo Zoquiápam,8,35 to 39 years,2,Female,55
20504,Nuevo Zoquiápam,9,40 to 44 years,1,Male,41
20504,Nuevo Zoquiápam,9,40 to 44 years,2,Female,53
20504,Nuevo Zoquiápam,10,45 to 49 years,1,Male,35
20504,Nuevo Zoquiápam,10,45 to 49 years,2,Female,50
20504,Nuevo Zoquiápam,11,50 to 54 years,1,Male,32
20504,Nuevo Zoquiápam,11,50 to 54 years,2,Female,43
20504,Nuevo Zoquiápam,12,55 to 59 years,1,Male,33
20504,Nuevo Zoquiápam,12,55 to 59 years,2,Female,35
20504,Nuevo Zoquiápam,13,60 to 64 years,1,Male,33
20504,Nuevo Zoquiápam,13,60 to 64 years,2,Female,29
20504,Nuevo Zoquiápam,14,65 or more years,1,Male,72
20504,Nuevo Zoquiápam,14,65 or more years,2,Female,83
20505,Santo Domingo Ingenio,1,0 to 4 years,1,Male,287
20505,Santo Domingo Ingenio,1,0 to 4 years,2,Female,269
20505,Santo Domingo Ingenio,2,5 to 9 years,1,Male,300
20505,Santo Domingo Ingenio,2,5 to 9 years,2,Female,248
20505,Santo Domingo Ingenio,3,10 to 14 years,1,Male,315
20505,Santo Domingo Ingenio,3,10 to 14 years,2,Female,263
20505,Santo Domingo Ingenio,4,15 to 19 years,1,Male,324
20505,Santo Domingo Ingenio,4,15 to 19 years,2,Female,280
20505,Santo Domingo Ingenio,5,20 to 24 years,1,Male,312
20505,Santo Domingo Ingenio,5,20 to 24 years,2,Female,289
20505,Santo Domingo Ingenio,6,25 to 29 years,1,Male,318
20505,Santo Domingo Ingenio,6,25 to 29 years,2,Female,306
20505,Santo Domingo Ingenio,7,30 to 34 years,1,Male,306
20505,Santo Domingo Ingenio,7,30 to 34 years,2,Female,308
20505,Santo Domingo Ingenio,8,35 to 39 years,1,Male,266
20505,Santo Domingo Ingenio,8,35 to 39 years,2,Female,300
20505,Santo Domingo Ingenio,9,40 to 44 years,1,Male,250
20505,Santo Domingo Ingenio,9,40 to 44 years,2,Female,288
20505,Santo Domingo Ingenio,10,45 to 49 years,1,Male,259
20505,Santo Domingo Ingenio,10,45 to 49 years,2,Female,281
20505,Santo Domingo Ingenio,11,50 to 54 years,1,Male,244
20505,Santo Domingo Ingenio,11,50 to 54 years,2,Female,278
