"imun","idmes","asegurados","casos_diarios_prom","muertos_diarios_prom","hospitalizados_diarios_prom","tasa_empleabilidad"
31069,201902,24,0,0,0,0
31069,201903,24,0,0,0,0
31069,201904,24,0,0,0,0
31069,201905,24,0,0,0,0
31069,201906,25,0,0,0,1
31069,201907,25,0,0,0,0
31069,201908,26,0,0,0,1
31069,201909,26,0,0,0,0
31069,201910,26,0,0,0,0
31069,201911,43,0,0,0,17
31069,201912,48,0,0,0,5
31069,202001,48,0,0,0,0
31069,202002,48,0,0,0,0
31069,202003,26,0,0,0,-22
31069,202004,24,0,0,0,-2
31069,202005,25,0,0,0,1
31069,202006,40,2,0,2,15
31069,202007,40,0,1,0,0
31069,202008,39,1,0,1,-1
31069,202009,25,0,0,0,-14
31069,202010,25,3,1,2,0
31070,201901,89,0,0,0,0
31070,201902,88,0,0,0,-1
31070,201903,89,0,0,0,1
31070,201904,89,0,0,0,0
31070,201905,89,0,0,0,0
31070,201906,102,0,0,0,13
31070,201907,100,0,0,0,-2
31070,201908,86,0,0,0,-14
31070,201909,81,0,0,0,-5
31070,201910,83,0,0,0,2
31070,201911,83,0,0,0,0
31070,201912,82,0,0,0,-1
31070,202001,80,0,0,0,-2
31070,202002,81,0,0,0,1
31070,202003,82,0,0,0,1
31070,202004,82,0,0,0,0
31070,202005,82,0,0,0,0
31070,202006,83,1,0,0,1
31070,202007,84,4,0,1,1
31070,202008,83,5,1,1,-1
31070,202009,80,3,0,0,-3
31070,202010,78,13,0,2,-2
31071,201912,1,0,0,0,0
31071,202003,3,0,0,0,2
31071,202004,3,0,0,0,0
31071,202005,6,0,0,0,3
31071,202006,6,1,0,0,0
31071,202007,7,4,1,3,1
31071,202008,6,3,0,3,-1
31071,202009,6,2,1,1,0
31071,202010,6,3,1,0,0
31072,201901,39,0,0,0,0
31072,201902,37,0,0,0,-2
31072,201903,39,0,0,0,2
31072,201904,35,0,0,0,-4
31072,201905,33,0,0,0,-2
31072,201906,35,0,0,0,2
31072,201907,36,0,0,0,1
31072,201908,36,0,0,0,0
31072,201909,38,0,0,0,2
31072,201910,40,0,0,0,2
31072,201911,38,0,0,0,-2
31072,201912,40,0,0,0,2
31072,202001,41,0,0,0,1
31072,202002,44,0,0,0,3
31072,202003,58,0,0,0,14
31072,202004,43,0,0,0,-15
31072,202005,42,0,0,0,-1
31072,202006,44,2,0,1,2
31072,202007,27,7,3,4,-17
31072,202008,27,2,2,1,0
31072,202009,27,1,0,0,0
31072,202010,27,2,0,1,0
31073,201901,23,0,0,0,0
31073,201902,23,0,0,0,0
31073,201903,26,0,0,0,3
31073,201904,28,0,0,0,2
31073,201905,38,0,0,0,10
31073,201906,32,0,0,0,-6
31073,201907,35,0,0,0,3
31073,201908,35,0,0,0,0
31073,201909,35,0,0,0,0
31073,201910,53,0,0,0,18
31073,201911,66,0,0,0,13
31073,201912,34,0,0,0,-32
31073,202001,34,0,0,0,0
31073,202002,34,0,0,0,0
31073,202003,34,0,0,0,0
31073,202004,34,0,0,0,0
31073,202005,34,0,0,0,0
31073,202006,34,0,0,0,0
31073,202007,2,0,0,0,-32
31073,202010,30,1,0,0,28
31074,201901,12,0,0,0,0
31074,201902,12,0,0,0,0
31074,201903,11,0,0,0,-1
31074,201904,12,0,0,0,1
31074,201905,13,0,0,0,1
31074,201906,13,0,0,0,0
31074,201907,14,0,0,0,1
31074,201908,14,0,0,0,0
31074,201909,14,0,0,0,0
31074,201910,14,0,0,0,0
31074,201911,14,0,0,0,0
31074,201912,14,0,0,0,0
31074,202001,17,0,0,0,3
31074,202002,12,0,0,0,-5
31074,202003,11,0,0,0,-1
31074,202004,9,4,0,0,-2
31074,202005,10,5,0,1,1
31074,202006,6,7,2,4,-4
31074,202007,6,4,1,1,0
31074,202008,11,2,2,2,5
31074,202009,10,5,0,2,-1
31074,202010,10,1,0,0,0
31075,201901,5,0,0,0,0
31075,201902,5,0,0,0,0
31075,201903,5,0,0,0,0
31075,201904,5,0,0,0,0
31075,201905,5,0,0,0,0
31075,201906,5,0,0,0,0
31075,201907,13,0,0,0,8
31075,201908,15,0,0,0,2
31075,201909,26,0,0,0,11
31075,201910,37,0,0,0,11
31075,201911,35,0,0,0,-2
31075,201912,43,0,0,0,8
31075,202001,40,0,0,0,-3
31075,202002,40,0,0,0,0
31075,202003,40,0,0,0,0
31075,202004,41,0,0,0,1
31075,202005,47,3,0,0,6
31075,202006,41,4,0,0,-6
31075,202007,41,25,1,1,0
31075,202008,41,26,0,0,0
31075,202009,41,2,0,0,0
31075,202010,41,9,0,0,0
31076,201901,545,0,0,0,0
31076,201902,536,0,0,0,-9
31076,201903,533,0,0,0,-3
31076,201904,529,0,0,0,-4
31076,201905,549,0,0,0,20
31076,201906,574,0,0,0,25
31076,201907,577,0,0,0,3
31076,201908,567,0,0,0,-10
31076,201909,573,0,0,0,6
31076,201910,591,0,0,0,18
31076,201911,596,0,0,0,5
31076,201912,592,0,0,0,-4
31076,202001,610,0,0,0,18
31076,202002,619,0,0,0,9
31076,202003,559,0,0,0,-60
31076,202004,583,6,0,1,24
31076,202005,566,10,3,3,-17
31076,202006,527,13,3,10,-39
31076,202007,552,15,8,12,25
31076,202008,560,9,3,9,8
31076,202009,549,3,1,2,-11
31076,202010,562,1,1,0,13
31077,202003,6,0,0,0,0
31078,201901,20,0,0,0,0
31078,201902,43,0,0,0,23
31078,201903,44,0,0,0,1
31078,201904,44,0,0,0,0
31078,201905,33,0,0,0,-11
31078,201906,32,0,0,0,-1
31078,201907,32,0,0,0,0
31078,201908,50,0,0,0,18
31078,201909,52,0,0,0,2
31078,201910,52,0,0,0,0
31078,201911,62,0,0,0,10
31078,201912,61,0,0,0,-1
31078,202001,61,0,0,0,0
31078,202002,60,0,0,0,-1
31078,202003,49,0,0,0,-11
31078,202004,19,2,1,1,-30
31078,202005,26,0,0,0,7
31078,202006,43,0,0,0,17
31078,202007,42,8,1,4,-1
31078,202008,46,1,2,1,4
31078,202009,63,1,0,0,17
31078,202010,63,0,0,0,0
31079,201901,2932,0,0,0,0
31079,201902,2798,0,0,0,-134
31079,201903,2650,0,0,0,-148
31079,201904,2516,0,0,0,-134
31079,201905,1969,0,0,0,-547
31079,201906,1985,0,0,0,16
31079,201907,2021,0,0,0,36
31079,201908,2042,0,0,0,21
31079,201909,2042,0,0,0,0
31079,201910,2428,0,0,0,386
31079,201911,2738,0,0,0,310
31079,201912,2812,0,0,0,74
31079,202001,3028,0,0,0,216
31079,202002,2914,0,0,0,-114
31079,202003,2688,0,0,0,-226
31079,202004,2285,9,2,3,-403
31079,202005,2118,11,0,1,-167
31079,202006,1957,64,8,7,-161
31079,202007,1921,125,4,4,-36
31079,202008,1978,133,2,9,57
31079,202009,2036,43,1,1,58
31079,202010,2689,21,0,0,653
31080,201901,161,0,0,0,0
31080,201902,159,0,0,0,-2
31080,201903,171,0,0,0,12
31080,201904,173,0,0,0,2
31080,201905,167,0,0,0,-6
31080,201906,163,0,0,0,-4
31080,201907,160,0,0,0,-3
31080,201908,163,0,0,0,3
31080,201909,162,0,0,0,-1
31080,201910,161,0,0,0,-1
31080,201911,161,0,0,0,0
31080,201912,162,0,0,0,1
31080,202001,166,0,0,0,4
31080,202002,182,0,0,0,16
31080,202003,185,0,0,0,3
31080,202004,168,0,0,0,-17
31080,202005,158,2,0,2,-10
31080,202006,156,4,1,4,-2
31080,202007,150,6,0,4,-6
31080,202008,108,3,3,3,-42
31080,202009,119,3,0,1,11
31080,202010,109,0,0,0,-10
31081,201904,1,0,0,0,0
31081,201905,3,0,0,0,2
31081,201906,3,0,0,0,0
31081,201907,1,0,0,0,-2
31081,201908,1,0,0,0,0
31081,201909,1,0,0,0,0
31081,201910,1,0,0,0,0
31081,201911,1,0,0,0,0
31081,201912,1,0,0,0,0
31081,202001,1,0,0,0,0
31081,202002,1,0,0,0,0
31081,202003,1,0,0,0,0
31081,202004,7,2,0,1,6
31081,202005,14,7,3,4,7
31081,202006,14,4,0,0,0
31081,202007,10,6,2,1,-4
31081,202008,4,5,1,2,-6
31081,202009,4,0,0,0,0
31081,202010,4,2,0,0,0
31082,201901,36,0,0,0,0
31082,201902,36,0,0,0,0
31082,201903,36,0,0,0,0
31082,201904,37,0,0,0,1
31082,201905,37,0,0,0,0
31082,201906,49,0,0,0,12
31082,201907,48,0,0,0,-1
31082,201908,69,0,0,0,21
31082,201909,60,0,0,0,-9
31082,201910,60,0,0,0,0
31082,201911,75,0,0,0,15
31082,201912,64,0,0,0,-11
31082,202001,40,0,0,0,-24
31082,202002,40,0,0,0,0
31082,202003,40,0,0,0,0
31082,202004,41,0,0,0,1
31082,202005,36,2,0,0,-5
31082,202006,36,2,1,1,0
31082,202007,33,3,1,2,-3
31082,202008,34,2,0,1,1
31082,202009,32,1,0,1,-2
31082,202010,32,0,0,0,0
31083,201901,251,0,0,0,0
31083,201902,287,0,0,0,36
31083,201903,315,0,0,0,28
31083,201904,312,0,0,0,-3
31083,201905,271,0,0,0,-41
31083,201906,268,0,0,0,-3
31083,201907,278,0,0,0,10
31083,201908,265,0,0,0,-13
31083,201909,259,0,0,0,-6
31083,201910,254,0,0,0,-5
31083,201911,253,0,0,0,-1
31083,201912,249,0,0,0,-4
31083,202001,230,0,0,0,-19
31083,202002,232,0,0,0,2
31083,202003,223,0,0,0,-9
31083,202004,220,0,0,0,-3
31083,202005,196,0,0,0,-24
31083,202006,187,0,0,0,-9
31083,202007,188,2,1,2,1
31083,202008,189,2,0,1,1
31083,202009,222,2,1,0,33
31083,202010,255,1,0,0,33
31084,201901,283,0,0,0,0
31084,201902,307,0,0,0,24
31084,201903,312,0,0,0,5
31084,201904,298,0,0,0,-14
31084,201905,277,0,0,0,-21
31084,201906,287,0,0,0,10
31084,201907,284,0,0,0,-3
31084,201908,276,0,0,0,-8
31084,201909,298,0,0,0,22
31084,201910,314,0,0,0,16
31084,201911,310,0,0,0,-4
31084,201912,298,0,0,0,-12
31084,202001,308,0,0,0,10
31084,202002,304,0,0,0,-4
31084,202003,302,0,0,0,-2
31084,202004,300,0,0,0,-2
31084,202005,297,1,0,0,-3
31084,202006,287,1,0,0,-10
31084,202007,236,1,0,1,-51
31084,202008,234,1,2,1,-2
31084,202009,90,3,0,2,-144
31084,202010,169,4,0,2,79
31085,201901,203,0,0,0,0
31085,201902,184,0,0,0,-19
31085,201903,187,0,0,0,3
31085,201904,185,0,0,0,-2
31085,201905,207,0,0,0,22
31085,201906,192,0,0,0,-15
31085,201907,177,0,0,0,-15
31085,201908,178,0,0,0,1
31085,201909,176,0,0,0,-2
31085,201910,176,0,0,0,0
31085,201911,209,0,0,0,33
31085,201912,209,0,0,0,0
31085,202001,199,0,0,0,-10
31085,202002,168,0,0,0,-31
31085,202003,176,0,0,0,8
31085,202004,173,3,0,1,-3
31085,202005,94,13,1,2,-79
31085,202006,86,27,0,1,-8
31085,202007,91,106,7,23,5
31085,202008,90,41,6,11,-1
31085,202009,83,21,2,1,-7
31085,202010,85,11,0,4,2
31087,201901,359,0,0,0,0
31087,201902,355,0,0,0,-4
31087,201903,358,0,0,0,3
31087,201904,358,0,0,0,0
31087,201905,358,0,0,0,0
31087,201906,358,0,0,0,0
31087,201907,359,0,0,0,1
31087,201908,357,0,0,0,-2
31087,201909,356,0,0,0,-1
31087,201910,354,0,0,0,-2
31087,201911,356,0,0,0,2
31087,201912,354,0,0,0,-2
31087,202001,354,0,0,0,0
31087,202002,356,0,0,0,2
31087,202003,356,0,0,0,0
31087,202004,358,1,0,0,2
31087,202005,356,4,0,3,-2
31087,202006,356,4,0,1,0
31087,202007,355,4,0,3,-1
31087,202008,357,3,1,3,2
31087,202009,362,1,0,0,5
31087,202010,356,1,1,1,-6
31088,201901,0,0,0,0,0
31088,201902,0,0,0,0,0
31088,201903,0,0,0,0,0
31088,201904,0,0,0,0,0
31088,201905,3,0,0,0,3
31088,201906,3,0,0,0,0
31088,201907,3,0,0,0,0
31088,201908,3,0,0,0,0
31088,201909,3,0,0,0,0
31088,201910,3,0,0,0,0
31088,201911,0,0,0,0,-3
31088,201912,0,0,0,0,0
31088,202001,0,0,0,0,0
31088,202002,8,0,0,0,8
31088,202003,12,0,0,0,4
31088,202004,0,1,0,0,-12
31088,202005,0,1,0,1,0
31088,202006,2,0,0,0,2
31088,202007,2,1,0,1,0
31088,202008,2,1,0,1,0
31088,202009,2,11,0,0,0
31088,202010,2,0,0,0,0
31089,201901,1065,0,0,0,0
31089,201902,1086,0,0,0,21
31089,201903,1077,0,0,0,-9
31089,201904,1077,0,0,0,0
31089,201905,1072,0,0,0,-5
31089,201906,1070,0,0,0,-2
31089,201907,1065,0,0,0,-5
31089,201908,1085,0,0,0,20
31089,201909,1108,0,0,0,23
31089,201910,1135,0,0,0,27
31089,201911,1219,0,0,0,84
31089,201912,1237,0,0,0,18
31089,202001,1199,0,0,0,-38
31089,202002,1262,0,0,0,63
31089,202003,1217,0,0,0,-45
31089,202004,1181,8,0,0,-36
31089,202005,1197,34,3,2,16
31089,202006,1174,76,2,10,-23
31089,202007,1130,364,25,34,-44
31089,202008,1141,179,14,14,11
31089,202009,1141,59,3,2,0
31089,202010,1148,33,0,1,7
31090,201901,18,0,0,0,0
31090,201902,18,0,0,0,0
31090,201903,17,0,0,0,-1
31090,201904,11,0,0,0,-6
31090,201905,11,0,0,0,0
31090,201906,11,0,0,0,0
31090,201907,11,0,0,0,0
31090,201908,11,0,0,0,0
31090,201909,9,0,0,0,-2
31090,201910,9,0,0,0,0
31090,201911,9,0,0,0,0
31090,201912,6,0,0,0,-3
31090,202001,6,0,0,0,0
31090,202002,6,0,0,0,0
31090,202003,6,0,0,0,0
31090,202004,6,0,0,0,0
31090,202005,6,3,0,2,0
31090,202006,7,5,4,4,1
31090,202007,6,4,3,3,-1
31090,202008,6,1,0,1,0
31090,202009,6,0,0,0,0
31090,202010,6,0,0,0,0
31091,201901,472,0,0,0,0
31091,201902,489,0,0,0,17
31091,201903,497,0,0,0,8
31091,201904,502,0,0,0,5
31091,201905,509,0,0,0,7
31091,201906,493,0,0,0,-16
31091,201907,482,0,0,0,-11
31091,201908,479,0,0,0,-3
31091,201909,484,0,0,0,5
31091,201910,516,0,0,0,32
31091,201911,514,0,0,0,-2
31091,201912,502,0,0,0,-12
31091,202001,584,0,0,0,82
31091,202002,575,0,0,0,-9
31091,202003,542,0,0,0,-33
31091,202004,296,0,0,0,-246
31091,202005,216,12,3,2,-80
31091,202006,183,6,0,0,-33
31091,202007,137,18,2,6,-46
31091,202008,124,41,8,8,-13
31091,202009,117,54,1,0,-7
31091,202010,132,35,0,1,15
31092,201901,0,0,0,0,0
31092,201902,0,0,0,0,0
31092,201903,0,0,0,0,0
31092,201904,0,0,0,0,0
31092,201905,0,0,0,0,0
31092,201906,0,0,0,0,0
31092,201907,0,0,0,0,0
31092,201908,0,0,0,0,0
31092,201909,0,0,0,0,0
31092,201910,0,0,0,0,0
31092,201911,0,0,0,0,0
31092,201912,0,0,0,0,0
31092,202001,0,0,0,0,0
31092,202002,7,0,0,0,7
31092,202003,6,0,0,0,-1
31092,202004,28,0,0,0,22
31092,202005,28,1,0,0,0
31092,202006,26,2,0,2,-2
31092,202007,25,4,4,4,-1
31092,202008,25,8,1,1,0
31092,202009,25,1,1,1,0
31092,202010,25,1,0,1,0
31093,201901,2076,0,0,0,0
31093,201902,2046,0,0,0,-30
31093,201903,2043,0,0,0,-3
31093,201904,2069,0,0,0,26
31093,201905,2017,0,0,0,-52
31093,201906,1867,0,0,0,-150
31093,201907,1814,0,0,0,-53
31093,201908,1819,0,0,0,5
31093,201909,1824,0,0,0,5
31093,201910,1835,0,0,0,11
31093,201911,1846,0,0,0,11
31093,201912,1844,0,0,0,-2
31093,202001,1826,0,0,0,-18
31093,202002,1843,0,0,0,17
31093,202003,1837,0,0,0,-6
31093,202004,1822,1,0,0,-15
31093,202005,1800,10,3,3,-22
31093,202006,1808,18,3,7,8
31093,202007,1792,19,6,12,-16
31093,202008,1880,6,3,5,88
31093,202009,2000,11,1,2,120
31093,202010,1992,6,2,4,-8
31094,201901,2,0,0,0,0
31094,201902,2,0,0,0,0
31094,201903,2,0,0,0,0
31094,201904,2,0,0,0,0
31094,201905,12,0,0,0,10
31094,201906,2,0,0,0,-10
31094,201907,2,0,0,0,0
31094,201908,2,0,0,0,0
31094,201909,6,0,0,0,4
31094,201910,13,0,0,0,7
31094,201911,13,0,0,0,0
31094,201912,13,0,0,0,0
31094,202001,4,0,0,0,-9
31094,202002,4,0,0,0,0
31094,202003,17,0,0,0,13
31094,202004,17,0,0,0,0
31094,202005,5,1,0,0,-12
31094,202006,5,1,0,1,0
31094,202007,5,3,0,0,0
31094,202008,5,2,1,1,0
31094,202009,5,1,0,0,0
31094,202010,5,0,0,0,0
31095,201901,659,0,0,0,0
31095,201902,674,0,0,0,15
31095,201903,710,0,0,0,36
31095,201904,763,0,0,0,53
31095,201905,914,0,0,0,151
31095,201906,924,0,0,0,10
31095,201907,1033,0,0,0,109
31095,201908,1066,0,0,0,33
31095,201909,1082,0,0,0,16
31095,201910,1072,0,0,0,-10
31095,201911,1157,0,0,0,85
31095,201912,1150,0,0,0,-7
31095,202001,1154,0,0,0,4
31095,202002,1194,0,0,0,40
31095,202003,1303,0,0,0,109
31095,202004,1442,1,0,1,139
31095,202005,465,6,1,2,-977
31095,202006,151,8,1,4,-314
31095,202007,160,11,0,2,9
31095,202008,156,7,0,1,-4
31095,202009,162,2,0,1,6
31095,202010,166,3,2,2,4
31096,201901,3440,0,0,0,0
31096,201902,3518,0,0,0,78
31096,201903,3594,0,0,0,76
31096,201904,3643,0,0,0,49
31096,201905,3690,0,0,0,47
31096,201906,3786,0,0,0,96
31096,201907,3795,0,0,0,9
31096,201908,3821,0,0,0,26
31096,201909,3978,0,0,0,157
31096,201910,4135,0,0,0,157
31096,201911,4146,0,0,0,11
31096,201912,4164,0,0,0,18
31096,202001,4103,0,0,0,-61
31096,202002,4119,0,0,0,16
31096,202003,4083,0,0,0,-36
31096,202004,3933,1,0,1,-150
31096,202005,3900,9,0,1,-33
31096,202006,3552,65,2,6,-348
31096,202007,3508,136,10,25,-44
31096,202008,3494,216,16,35,-14
31096,202009,3544,196,11,17,50
31096,202010,3625,193,14,25,81
31097,201901,2,0,0,0,0
31097,201902,2,0,0,0,0
31097,201903,2,0,0,0,0
31097,201904,2,0,0,0,0
31097,201905,2,0,0,0,0
31097,201906,2,0,0,0,0
31097,201907,2,0,0,0,0
31097,201908,2,0,0,0,0
31097,201909,3,0,0,0,1
31097,201910,3,0,0,0,0
31097,201911,4,0,0,0,1
31097,201912,4,0,0,0,0
31097,202001,12,0,0,0,8
31097,202002,4,0,0,0,-8
31097,202003,5,0,0,0,1
31097,202004,4,0,0,0,-1
31097,202005,4,0,0,0,0
31097,202006,4,0,0,0,0
31097,202007,4,5,0,1,0
31097,202008,4,6,1,2,0
31097,202009,4,3,1,1,0
31097,202010,4,0,0,0,0
31098,201901,58,0,0,0,0
31098,201902,57,0,0,0,-1
31098,201903,66,0,0,0,9
31098,201904,67,0,0,0,1
31098,201905,56,0,0,0,-11
31098,201906,55,0,0,0,-1
31098,201907,57,0,0,0,2
31098,201908,73,0,0,0,16
31098,201909,74,0,0,0,1
31098,201910,81,0,0,0,7
31098,201911,81,0,0,0,0
31098,201912,99,0,0,0,18
31098,202001,101,0,0,0,2
31098,202002,119,0,0,0,18
31098,202003,115,0,0,0,-4
31098,202004,112,0,0,0,-3
31098,202005,98,2,0,1,-14
31098,202006,104,3,0,1,6
31098,202007,55,15,1,1,-49
31098,202008,62,14,0,2,7
31098,202009,74,6,0,2,12
31098,202010,78,3,0,1,4
31099,201901,5,0,0,0,0
31099,201902,5,0,0,0,0
31099,201903,5,0,0,0,0
31099,201904,5,0,0,0,0
31099,201905,5,0,0,0,0
31099,201906,5,0,0,0,0
31099,201907,5,0,0,0,0
31099,201908,5,0,0,0,0
31099,201909,5,0,0,0,0
31099,201910,5,0,0,0,0
31099,201911,7,0,0,0,2
31099,201912,8,0,0,0,1
31099,202001,4,0,0,0,-4
31099,202002,4,0,0,0,0
31099,202003,4,0,0,0,0
31099,202004,4,0,0,0,0
31099,202005,4,0,0,0,0
31099,202006,4,3,0,0,0
31099,202007,4,14,2,1,0
31099,202008,4,7,1,4,0
31099,202009,3,4,0,0,-1
31099,202010,3,1,0,1,0
31100,201901,63,0,0,0,0
31100,201902,68,0,0,0,5
31100,201903,94,0,0,0,26
31100,201904,137,0,0,0,43
31100,201905,169,0,0,0,32
31100,201906,206,0,0,0,37
31100,201907,222,0,0,0,16
31100,201908,189,0,0,0,-33
31100,201909,176,0,0,0,-13
31100,201910,196,0,0,0,20
31100,201911,247,0,0,0,51
31100,201912,240,0,0,0,-7
31100,202001,297,0,0,0,57
31100,202002,268,0,0,0,-29
31100,202003,138,0,0,0,-130
31100,202004,57,0,0,0,-81
31100,202005,57,0,0,0,0
31100,202006,145,2,0,1,88
31100,202007,197,6,2,6,52
31100,202008,222,4,2,4,25
31100,202009,302,3,1,0,80
31100,202010,370,2,0,1,68
31101,201901,13110,0,0,0,0
31101,201902,13267,0,0,0,157
31101,201903,13334,0,0,0,67
31101,201904,13484,0,0,0,150
31101,201905,13580,0,0,0,96
31101,201906,13591,0,0,0,11
31101,201907,13755,0,0,0,164
31101,201908,13776,0,0,0,21
31101,201909,14385,0,0,0,609
31101,201910,14470,0,0,0,85
31101,201911,14439,0,0,0,-31
31101,201912,14648,0,0,0,209
31101,202001,14889,0,0,0,241
31101,202002,14919,0,0,0,30
31101,202003,15374,1,0,1,455
31101,202004,15279,24,1,2,-95
31101,202005,15988,71,8,21,709
31101,202006,16430,123,19,35,442
31101,202007,16730,152,27,49,300
31101,202008,17245,92,19,26,515
31101,202009,17347,57,3,10,102
31101,202010,17823,38,3,2,476
31102,201901,4183,0,0,0,0
31102,201902,4171,0,0,0,-12
31102,201903,4246,0,0,0,75
31102,201904,4237,0,0,0,-9
31102,201905,4314,0,0,0,77
31102,201906,4408,0,0,0,94
31102,201907,4417,0,0,0,9
31102,201908,4379,0,0,0,-38
31102,201909,4378,0,0,0,-1
31102,201910,4526,0,0,0,148
31102,201911,4521,0,0,0,-5
31102,201912,4639,0,0,0,118
31102,202001,4607,0,0,0,-32
31102,202002,4953,0,0,0,346
31102,202003,4763,2,0,1,-190
31102,202004,4245,27,4,8,-518
31102,202005,3609,58,2,5,-636
31102,202006,3574,175,4,14,-35
31102,202007,3839,521,30,80,265
31102,202008,3904,496,46,66,65
31102,202009,3932,260,8,17,28
31102,202010,4269,201,9,25,337
31103,201901,1,0,0,0,0
31103,201902,1,0,0,0,0
31103,201903,1,0,0,0,0
31103,201904,1,0,0,0,0
31103,201905,1,0,0,0,0
31103,201906,1,0,0,0,0
31103,201907,1,0,0,0,0
31103,201908,1,0,0,0,0
31103,201909,1,0,0,0,0
31104,201901,146,0,0,0,0
31104,201902,126,0,0,0,-20
31104,201903,106,0,0,0,-20
31104,201904,113,0,0,0,7
31104,201905,124,0,0,0,11
31104,201906,134,0,0,0,10
31104,201907,119,0,0,0,-15
31104,201908,119,0,0,0,0
31104,201909,121,0,0,0,2
31104,201910,142,0,0,0,21
31104,201911,142,0,0,0,0
31104,201912,164,0,0,0,22
31104,202001,268,0,0,0,104
31104,202002,261,0,0,0,-7
31104,202003,208,0,0,0,-53
31104,202004,138,1,1,1,-70
31104,202005,139,0,0,0,1
31104,202006,150,7,0,3,11
31104,202007,119,12,1,4,-31
31104,202008,116,14,6,4,-3
31104,202009,126,4,0,1,10
31104,202010,123,7,1,2,-3
31105,201901,32,0,0,0,0
31105,201902,31,0,0,0,-1
31105,201903,32,0,0,0,1
31105,201904,32,0,0,0,0
31105,201905,65,0,0,0,33
31105,201906,157,0,0,0,92
31105,201907,156,0,0,0,-1
31105,201908,157,0,0,0,1
31105,201909,158,0,0,0,1
31105,201910,91,0,0,0,-67
31105,201911,91,0,0,0,0
31105,201912,88,0,0,0,-3
31105,202001,27,0,0,0,-61
31105,202002,26,0,0,0,-1
31105,202003,26,0,0,0,0
31105,202004,26,1,0,0,0
31105,202005,26,1,0,0,0
31105,202006,26,1,0,0,0
31105,202007,27,6,0,2,1
31105,202008,27,4,2,3,0
31105,202009,27,1,1,0,0
31105,202010,31,2,0,0,4
31106,201901,23,0,0,0,0
31106,201902,22,0,0,0,-1
31106,201903,22,0,0,0,0
31106,201904,29,0,0,0,7
31106,201905,27,0,0,0,-2
31106,201906,24,0,0,0,-3
31106,201907,24,0,0,0,0
31106,201908,25,0,0,0,1
31106,201909,24,0,0,0,-1
31106,201910,26,0,0,0,2
31106,201911,26,0,0,0,0
31106,201912,25,0,0,0,-1
31106,202001,27,0,0,0,2
31106,202002,34,0,0,0,7
31106,202003,29,0,0,0,-5
31106,202004,29,0,0,0,0
31106,202005,30,2,0,1,1
31106,202006,35,3,0,1,5
31106,202007,37,2,0,1,2
31106,202008,31,1,0,1,-6
31106,202009,21,0,1,0,-10
31106,202010,26,0,0,0,5
32001,201901,195,0,0,0,0
32001,201902,197,0,0,0,2
32001,201903,198,0,0,0,1
32001,201904,198,0,0,0,0
32001,201905,199,0,0,0,1
32001,201906,203,0,0,0,4
32001,201907,202,0,0,0,-1
32001,201908,205,0,0,0,3
32001,201909,202,0,0,0,-3
32001,201910,202,0,0,0,0
32001,201911,216,0,0,0,14
32001,201912,218,0,0,0,2
32001,202001,215,0,0,0,-3
32001,202002,212,0,0,0,-3
32001,202003,211,0,0,0,-1
32001,202004,211,0,0,0,0
32001,202005,210,0,0,0,-1
32001,202006,204,2,0,1,-6
32001,202007,202,3,1,1,-2
32001,202008,203,3,0,1,1
32001,202009,202,0,0,0,-1
32001,202010,205,2,0,0,3
32002,201901,51,0,0,0,0
32002,201902,52,0,0,0,1
32002,201903,55,0,0,0,3
32002,201904,55,0,0,0,0
32002,201905,56,0,0,0,1
32002,201906,55,0,0,0,-1
32002,201907,56,0,0,0,1
32002,201908,56,0,0,0,0
32002,201909,55,0,0,0,-1
32002,201910,53,0,0,0,-2
32002,201911,53,0,0,0,0
32002,201912,53,0,0,0,0
32002,202001,53,0,0,0,0
32002,202002,53,0,0,0,0
32002,202003,53,0,0,0,0
32002,202004,52,0,0,0,-1
32002,202005,52,0,0,0,0
32002,202006,50,0,0,0,-2
32002,202007,53,0,0,0,3
32002,202008,53,2,0,2,0
32002,202009,55,2,1,2,2
32002,202010,56,3,1,1,1
32003,201901,65,0,0,0,0
32003,201902,64,0,0,0,-1
32003,201903,62,0,0,0,-2
32003,201904,60,0,0,0,-2
32003,201905,60,0,0,0,0
32003,201906,60,0,0,0,0
32003,201907,62,0,0,0,2
32003,201908,59,0,0,0,-3
32003,201909,57,0,0,0,-2
32003,201910,57,0,0,0,0
32003,201911,59,0,0,0,2
32003,201912,61,0,0,0,2
32003,202001,59,0,0,0,-2
32003,202002,58,0,0,0,-1
32003,202003,56,0,0,0,-2
32003,202004,57,0,0,0,1
32003,202005,58,0,0,0,1
32003,202006,58,0,0,0,0
32003,202007,57,0,0,0,-1
32003,202008,66,1,0,0,9
32003,202009,66,1,0,0,0
32003,202010,59,3,1,1,-7
32004,201901,296867,0,0,0,0
32004,201902,296047,0,0,0,-820
32004,201903,293766,0,0,0,-2281
32004,201904,296664,0,0,0,2898
32004,201905,296765,0,0,0,101
32004,201906,298460,0,0,0,1695
32004,201907,300924,0,0,0,2464
32004,201908,302829,0,0,0,1905
32004,201909,300998,0,0,0,-1831
32004,201910,303362,0,0,0,2364
32004,201911,304493,0,0,0,1131
32004,201912,297947,0,0,0,-6546
32004,202001,300128,0,0,0,2181
32004,202002,300094,0,0,0,-34
32004,202003,276671,0,0,0,-23423
32004,202004,249043,0,0,0,-27628
